"","row","aov_coefs"
"(Intercept)",6208,-1.78268269650109
"exp_env_factorE_2",6208,1.83829326099932
"exp_env_factorE_3",6208,1.63555987112828
"exp_env_factorE_4",6208,1.84555182614622
"exp_env_factorE_5",6208,1.17699491188314
"exp_env_factorE_6",6208,1.38006398087876
"exp_env_factorE_7",6208,1.58345713145968
"gen_factorG_2",6208,2.3520458064803
"gen_factorG_3",6208,1.43505569574355
"gen_factorG_4",6208,1.937241925114
"gen_factorG_5",6208,1.98010114236452
"gen_factorG_6",6208,2.33215350860435
"gen_factorG_7",6208,1.38605999666773
"exp_env_factorE_2:gen_factorG_2",6208,-2.48622253131134
"exp_env_factorE_3:gen_factorG_2",6208,-1.46915823444507
"exp_env_factorE_4:gen_factorG_2",6208,-3.32525476738848
"exp_env_factorE_5:gen_factorG_2",6208,-1.87209730572291
"exp_env_factorE_6:gen_factorG_2",6208,-2.66503808006293
"exp_env_factorE_7:gen_factorG_2",6208,-3.1221752645443
"exp_env_factorE_2:gen_factorG_3",6208,-1.48734974443184
"exp_env_factorE_3:gen_factorG_3",6208,-0.524340842920638
"exp_env_factorE_4:gen_factorG_3",6208,-2.43191877127029
"exp_env_factorE_5:gen_factorG_3",6208,-1.8496883578723
"exp_env_factorE_6:gen_factorG_3",6208,-2.2759380520296
"exp_env_factorE_7:gen_factorG_3",6208,-1.74673128501342
"exp_env_factorE_2:gen_factorG_4",6208,-1.43989772885441
"exp_env_factorE_3:gen_factorG_4",6208,-1.46265011349284
"exp_env_factorE_4:gen_factorG_4",6208,-2.06935114128209
"exp_env_factorE_5:gen_factorG_4",6208,-2.38547241614784
"exp_env_factorE_6:gen_factorG_4",6208,-1.52134593038375
"exp_env_factorE_7:gen_factorG_4",6208,-0.42897919920609
"exp_env_factorE_2:gen_factorG_5",6208,-2.07298563260443
"exp_env_factorE_3:gen_factorG_5",6208,-2.06439761180295
"exp_env_factorE_4:gen_factorG_5",6208,-1.13579847897717
"exp_env_factorE_5:gen_factorG_5",6208,-1.60956170626503
"exp_env_factorE_6:gen_factorG_5",6208,-1.85098901252776
"exp_env_factorE_7:gen_factorG_5",6208,-2.10589115852833
"exp_env_factorE_2:gen_factorG_6",6208,-0.902991929189736
"exp_env_factorE_3:gen_factorG_6",6208,-1.81165702797274
"exp_env_factorE_4:gen_factorG_6",6208,-2.10549149579661
"exp_env_factorE_5:gen_factorG_6",6208,-1.5440526567859
"exp_env_factorE_6:gen_factorG_6",6208,-1.29243052968336
"exp_env_factorE_7:gen_factorG_6",6208,-0.97253375887496
"exp_env_factorE_2:gen_factorG_7",6208,-1.46648339504182
"exp_env_factorE_3:gen_factorG_7",6208,-0.812891450016754
"exp_env_factorE_4:gen_factorG_7",6208,-0.9291592791819
"exp_env_factorE_5:gen_factorG_7",6208,-0.897217136890321
"exp_env_factorE_6:gen_factorG_7",6208,-0.717417832423434
"exp_env_factorE_7:gen_factorG_7",6208,0.0289585852076995
