"","row","aov_coefs"
"(Intercept)",17217,-1.29120180563005
"exp_env_factorE_2",17217,0.496466503467123
"exp_env_factorE_3",17217,0.943354510615674
"exp_env_factorE_4",17217,0.233939799803745
"exp_env_factorE_5",17217,0.562144149543801
"exp_env_factorE_6",17217,1.20046347441843
"exp_env_factorE_7",17217,1.15419965806968
"gen_factorG_2",17217,1.17148264269232
"gen_factorG_3",17217,-0.180483530817107
"gen_factorG_4",17217,1.27184896390339
"gen_factorG_5",17217,1.37666059603622
"gen_factorG_6",17217,1.73358220785883
"gen_factorG_7",17217,0.448271107419919
"exp_env_factorE_2:gen_factorG_2",17217,-2.12754417514836
"exp_env_factorE_3:gen_factorG_2",17217,-1.49178540991055
"exp_env_factorE_4:gen_factorG_2",17217,-0.305242221913666
"exp_env_factorE_5:gen_factorG_2",17217,-0.943082351484602
"exp_env_factorE_6:gen_factorG_2",17217,-1.57097188128349
"exp_env_factorE_7:gen_factorG_2",17217,-1.4215499522291
"exp_env_factorE_2:gen_factorG_3",17217,1.31956065789349
"exp_env_factorE_3:gen_factorG_3",17217,0.210820729331474
"exp_env_factorE_4:gen_factorG_3",17217,0.891392101675566
"exp_env_factorE_5:gen_factorG_3",17217,1.22382975006942
"exp_env_factorE_6:gen_factorG_3",17217,0.102038609919913
"exp_env_factorE_7:gen_factorG_3",17217,1.02624962416698
"exp_env_factorE_2:gen_factorG_4",17217,-0.643607474441141
"exp_env_factorE_3:gen_factorG_4",17217,-1.18158539679182
"exp_env_factorE_4:gen_factorG_4",17217,-0.415993469757062
"exp_env_factorE_5:gen_factorG_4",17217,-0.414726264986881
"exp_env_factorE_6:gen_factorG_4",17217,-1.2862086850546
"exp_env_factorE_7:gen_factorG_4",17217,-1.18135298953804
"exp_env_factorE_2:gen_factorG_5",17217,-0.543897697986492
"exp_env_factorE_3:gen_factorG_5",17217,-0.855963850260057
"exp_env_factorE_4:gen_factorG_5",17217,-0.225940685910736
"exp_env_factorE_5:gen_factorG_5",17217,-0.14165828347008
"exp_env_factorE_6:gen_factorG_5",17217,-0.950147697949111
"exp_env_factorE_7:gen_factorG_5",17217,-0.676232774377417
"exp_env_factorE_2:gen_factorG_6",17217,-0.663227582039071
"exp_env_factorE_3:gen_factorG_6",17217,-1.11817148194168
"exp_env_factorE_4:gen_factorG_6",17217,-0.775196333596703
"exp_env_factorE_5:gen_factorG_6",17217,0.211864622032633
"exp_env_factorE_6:gen_factorG_6",17217,-1.0625118613387
"exp_env_factorE_7:gen_factorG_6",17217,-1.42145123754564
"exp_env_factorE_2:gen_factorG_7",17217,1.08959127443518
"exp_env_factorE_3:gen_factorG_7",17217,0.223015710626867
"exp_env_factorE_4:gen_factorG_7",17217,1.57683852160162
"exp_env_factorE_5:gen_factorG_7",17217,1.17685849990351
"exp_env_factorE_6:gen_factorG_7",17217,1.19516298734418
"exp_env_factorE_7:gen_factorG_7",17217,1.55620456474223
