"","row","aov_coefs"
"(Intercept)",17064,-0.223045754313118
"exp_env_factorE_2",17064,0.0763463392179918
"exp_env_factorE_3",17064,-0.561672561849158
"exp_env_factorE_4",17064,-0.765657864418475
"exp_env_factorE_5",17064,1.68714469958401
"exp_env_factorE_6",17064,-0.531719042119794
"exp_env_factorE_7",17064,-0.00943159759416514
"gen_factorG_2",17064,-1.66219468467916
"gen_factorG_3",17064,-1.710296291358
"gen_factorG_4",17064,-1.03427172541632
"gen_factorG_5",17064,-0.341202080159365
"gen_factorG_6",17064,2.61985232187097
"gen_factorG_7",17064,0.00121611319607812
"exp_env_factorE_2:gen_factorG_2",17064,2.01680190783604
"exp_env_factorE_3:gen_factorG_2",17064,2.97183983814165
"exp_env_factorE_4:gen_factorG_2",17064,4.26212990314236
"exp_env_factorE_5:gen_factorG_2",17064,-0.249999113948047
"exp_env_factorE_6:gen_factorG_2",17064,2.6031243967262
"exp_env_factorE_7:gen_factorG_2",17064,0.330567518731298
"exp_env_factorE_2:gen_factorG_3",17064,1.56546212934868
"exp_env_factorE_3:gen_factorG_3",17064,2.38010233023794
"exp_env_factorE_4:gen_factorG_3",17064,2.69827362155573
"exp_env_factorE_5:gen_factorG_3",17064,-0.268977853055268
"exp_env_factorE_6:gen_factorG_3",17064,2.57550561818665
"exp_env_factorE_7:gen_factorG_3",17064,3.39601900333048
"exp_env_factorE_2:gen_factorG_4",17064,0.254024589944842
"exp_env_factorE_3:gen_factorG_4",17064,0.448094396240059
"exp_env_factorE_4:gen_factorG_4",17064,2.06312896584917
"exp_env_factorE_5:gen_factorG_4",17064,-0.632309741742159
"exp_env_factorE_6:gen_factorG_4",17064,1.81809071820296
"exp_env_factorE_7:gen_factorG_4",17064,1.3344626489023
"exp_env_factorE_2:gen_factorG_5",17064,0.618911729897246
"exp_env_factorE_3:gen_factorG_5",17064,1.56751343015203
"exp_env_factorE_4:gen_factorG_5",17064,1.28029271374961
"exp_env_factorE_5:gen_factorG_5",17064,-0.0527335461276836
"exp_env_factorE_6:gen_factorG_5",17064,1.17000653637422
"exp_env_factorE_7:gen_factorG_5",17064,1.60178793121252
"exp_env_factorE_2:gen_factorG_6",17064,-2.36035228163795
"exp_env_factorE_3:gen_factorG_6",17064,-2.31984119510612
"exp_env_factorE_4:gen_factorG_6",17064,-2.58874189305164
"exp_env_factorE_5:gen_factorG_6",17064,-3.13358238954622
"exp_env_factorE_6:gen_factorG_6",17064,0.145614689520873
"exp_env_factorE_7:gen_factorG_6",17064,-2.5664474850444
"exp_env_factorE_2:gen_factorG_7",17064,0.614093976833438
"exp_env_factorE_3:gen_factorG_7",17064,-0.0280957581280226
"exp_env_factorE_4:gen_factorG_7",17064,0.887485742538097
"exp_env_factorE_5:gen_factorG_7",17064,-0.00552511910881375
"exp_env_factorE_6:gen_factorG_7",17064,1.9518615751529
"exp_env_factorE_7:gen_factorG_7",17064,0.203857042109537
