"","row","aov_coefs"
"(Intercept)",3423,-0.941560365754526
"exp_env_factorE_2",3423,0.825767198541222
"exp_env_factorE_3",3423,0.480704200375342
"exp_env_factorE_4",3423,2.52291065308722
"exp_env_factorE_5",3423,3.60940420188663
"exp_env_factorE_6",3423,1.71477386361987
"exp_env_factorE_7",3423,1.84395877405027
"gen_factorG_2",3423,0.442434821047192
"gen_factorG_3",3423,-0.813518659805735
"gen_factorG_4",3423,0.742428567481778
"gen_factorG_5",3423,-0.378673302195053
"gen_factorG_6",3423,0.184077775422273
"gen_factorG_7",3423,0.834647640666964
"exp_env_factorE_2:gen_factorG_2",3423,-1.17834778339359
"exp_env_factorE_3:gen_factorG_2",3423,0.659823593175955
"exp_env_factorE_4:gen_factorG_2",3423,-1.43402444758914
"exp_env_factorE_5:gen_factorG_2",3423,-3.87419233322456
"exp_env_factorE_6:gen_factorG_2",3423,0.71620174788363
"exp_env_factorE_7:gen_factorG_2",3423,0.518797515963269
"exp_env_factorE_2:gen_factorG_3",3423,0.794980281246216
"exp_env_factorE_3:gen_factorG_3",3423,1.72504186336266
"exp_env_factorE_4:gen_factorG_3",3423,-1.60994811389327
"exp_env_factorE_5:gen_factorG_3",3423,-2.36354340962464
"exp_env_factorE_6:gen_factorG_3",3423,0.0574135176206642
"exp_env_factorE_7:gen_factorG_3",3423,1.56128078501201
"exp_env_factorE_2:gen_factorG_4",3423,-0.643957725715171
"exp_env_factorE_3:gen_factorG_4",3423,0.0891714781490426
"exp_env_factorE_4:gen_factorG_4",3423,-2.79155455327593
"exp_env_factorE_5:gen_factorG_4",3423,-3.85970761124946
"exp_env_factorE_6:gen_factorG_4",3423,-2.18288564125284
"exp_env_factorE_7:gen_factorG_4",3423,-1.17886282834367
"exp_env_factorE_2:gen_factorG_5",3423,-0.689030924941826
"exp_env_factorE_3:gen_factorG_5",3423,0.279787215880569
"exp_env_factorE_4:gen_factorG_5",3423,-0.378177898691517
"exp_env_factorE_5:gen_factorG_5",3423,-1.30838655528714
"exp_env_factorE_6:gen_factorG_5",3423,0.473692661883737
"exp_env_factorE_7:gen_factorG_5",3423,0.534050536438081
"exp_env_factorE_2:gen_factorG_6",3423,-0.407976312329631
"exp_env_factorE_3:gen_factorG_6",3423,-0.447767048484688
"exp_env_factorE_4:gen_factorG_6",3423,-1.36088517410947
"exp_env_factorE_5:gen_factorG_6",3423,-3.54429756907608
"exp_env_factorE_6:gen_factorG_6",3423,-0.432277136264096
"exp_env_factorE_7:gen_factorG_6",3423,-1.20787541639219
"exp_env_factorE_2:gen_factorG_7",3423,-1.3471265503144
"exp_env_factorE_3:gen_factorG_7",3423,-0.731484382101492
"exp_env_factorE_4:gen_factorG_7",3423,-4.24835975408295
"exp_env_factorE_5:gen_factorG_7",3423,-4.93232364062411
"exp_env_factorE_6:gen_factorG_7",3423,-1.28988196429907
"exp_env_factorE_7:gen_factorG_7",3423,-1.8933186393292
