"","row","aov_coefs"
"(Intercept)",22323,0.774472903531941
"exp_env_factorE_2",22323,-0.791612545917486
"exp_env_factorE_3",22323,0.51157867959025
"exp_env_factorE_4",22323,0.307249106748555
"exp_env_factorE_5",22323,-0.189298713148139
"exp_env_factorE_6",22323,-0.41619435325654
"exp_env_factorE_7",22323,-0.811926647299557
"gen_factorG_2",22323,-0.779309512005688
"gen_factorG_3",22323,-0.709970403073045
"gen_factorG_4",22323,-2.37525991462731
"gen_factorG_5",22323,-1.9228145369562
"gen_factorG_6",22323,-2.18001889339346
"gen_factorG_7",22323,-1.77535731138972
"exp_env_factorE_2:gen_factorG_2",22323,0.712839424005168
"exp_env_factorE_3:gen_factorG_2",22323,0.897141894203136
"exp_env_factorE_4:gen_factorG_2",22323,0.746772633149718
"exp_env_factorE_5:gen_factorG_2",22323,0.450554785815322
"exp_env_factorE_6:gen_factorG_2",22323,1.94131796230533
"exp_env_factorE_7:gen_factorG_2",22323,2.95211369114196
"exp_env_factorE_2:gen_factorG_3",22323,0.541724413966183
"exp_env_factorE_3:gen_factorG_3",22323,-0.0299768056734432
"exp_env_factorE_4:gen_factorG_3",22323,0.241072143826828
"exp_env_factorE_5:gen_factorG_3",22323,0.400343358259379
"exp_env_factorE_6:gen_factorG_3",22323,1.80485587123231
"exp_env_factorE_7:gen_factorG_3",22323,1.31154765875152
"exp_env_factorE_2:gen_factorG_4",22323,1.63427397428081
"exp_env_factorE_3:gen_factorG_4",22323,1.82769131475147
"exp_env_factorE_4:gen_factorG_4",22323,0.279107901704005
"exp_env_factorE_5:gen_factorG_4",22323,1.93593491151623
"exp_env_factorE_6:gen_factorG_4",22323,1.26704058550208
"exp_env_factorE_7:gen_factorG_4",22323,3.55038780120471
"exp_env_factorE_2:gen_factorG_5",22323,0.753564522132335
"exp_env_factorE_3:gen_factorG_5",22323,0.630099715879446
"exp_env_factorE_4:gen_factorG_5",22323,1.34654368744669
"exp_env_factorE_5:gen_factorG_5",22323,1.33370090965147
"exp_env_factorE_6:gen_factorG_5",22323,0.457869740277367
"exp_env_factorE_7:gen_factorG_5",22323,3.31954465226631
"exp_env_factorE_2:gen_factorG_6",22323,1.58695933350675
"exp_env_factorE_3:gen_factorG_6",22323,-0.878912761800051
"exp_env_factorE_4:gen_factorG_6",22323,1.33098208318258
"exp_env_factorE_5:gen_factorG_6",22323,1.8105344031628
"exp_env_factorE_6:gen_factorG_6",22323,0.561994195365788
"exp_env_factorE_7:gen_factorG_6",22323,2.64983826441634
"exp_env_factorE_2:gen_factorG_7",22323,0.78456348050781
"exp_env_factorE_3:gen_factorG_7",22323,-1.2289195838936
"exp_env_factorE_4:gen_factorG_7",22323,-0.170698633387599
"exp_env_factorE_5:gen_factorG_7",22323,0.0912443119562288
"exp_env_factorE_6:gen_factorG_7",22323,1.97597327458732
"exp_env_factorE_7:gen_factorG_7",22323,1.16174792483277
