"","X1","row","PL","delta_E","delta_H","G1Emean","G2Emean","E1Gmean","E2Gmean","GxE_emm","covariance"
"1",1,10001,0.519211520521573,-0.965765697500424,-1.86006215064386,-0.55712130263639,0.408644394864034,-0.521386680457894,0.372909772685538,0.387566851412377,0.93
"2",1,10002,0.604043374734555,1.18527144025341,1.96222902167294,0.492580896694105,-0.692690543559304,0.288423967277168,-0.488533614142367,0.55275151171745,0.66
"3",1,10003,-0.253390436520264,-0.323869119519812,1.27814263224536,-0.154594303140617,0.169274816379195,0.808346132501877,-0.793665619263299,0.177030199751427,-0.2
"4",1,10004,0.569362881714329,0.953694689742382,1.67502083534291,0.531568710254942,-0.42212597948744,0.415384438184015,-0.305941707416514,0.605866992468353,0.76
"5",1,10005,0.267283841819936,-0.471984992023154,-1.76585680903644,-0.0900964815605929,0.381888510462561,-0.50103989405566,0.792831922957629,0.428463046419957,0.36
"6",1,10006,-0.215469241702432,0.249705496214544,-1.15889160903714,-0.0396086558591824,-0.289314152073726,-0.868759956592297,0.539837148659388,0.938614481357868,-0.18
"7",1,10007,1.30224190084129,-1.41150387056494,-1.08390297505637,-0.623649386721795,0.787854483843143,0.245902996314956,-0.0816978991936089,0.137544062783253,-0.23
"8",1,10008,0.548716269855524,-1.20258769176284,-2.191638480265,-0.677234565362848,0.525353126399992,-0.570466113732508,0.418584674769652,0.00624778586730801,0.82
"9",1,10009,-2.53390363924443,-1.09277917588131,0.431263114728056,-0.396051647372927,0.696727528508381,0.912359085872408,-0.611683204736955,0.115139934677829,-0.72
"10",1,10010,0.590143195753286,-0.629414256329711,-1.06654496884658,-0.13793739943295,0.491476856896761,-0.0417956275265308,0.395335084990341,0.718882474339143,0.69
"11",1,10011,11.4644247186594,-0.896073360593038,-0.0781612145906103,-0.761107266287179,0.134966094305858,0.0958854870105533,-0.722026658991874,0.371574937812569,-0.91
"12",1,10012,0.541066104084929,-0.819800756726057,-1.51515822288024,-0.283573697359708,0.536227059366349,-0.221352052073772,0.474005414080413,0.861191852933596,0.85
"13",1,10013,0.315730482444739,-0.96255917417547,-3.04867356082396,-0.581380197144115,0.381178977031356,-1.14315780338062,0.942956583267865,0.101395734203196,0.46
"14",1,10014,-6.68305067415076,-1.31908442317829,0.197377588094663,-0.652657335086068,0.666427088092223,0.765115882139555,-0.7513461291334,0.0409884571464483,-0.87
"15",1,10015,0.68807077397122,0.50091916638759,0.728005294421272,0.222790520464497,-0.278128645923094,0.0858740012875423,-0.141212126746139,0.951697678579459,0.45
"16",1,10016,0.807403710582456,-0.509743230639457,-0.631336249708008,-0.234207346629718,0.275535884009739,-0.0401322408442647,0.0814607782242857,0.808450348223886,0.24
"17",1,10017,0.566107801689506,-1.33409042565389,-2.35660137816931,-0.697079557937997,0.637010867715893,-0.541289821368763,0.481221131146659,0.177650664984742,0.77
"18",1,10018,0.980156068558048,-1.60965395099516,-1.6422424985474,-0.770996413015164,0.83865753798,0.0175362887063005,0.0501248362585351,0.178384153052251,0.02
"19",1,10019,1.01999112178852,1.61900450648182,1.58727313591019,0.764445583376576,-0.854558923105244,-0.0609223551501504,-0.0291909845785178,0.126403725244286,-0.02
"20",1,1001,1.55998304874597,-2.25814661753463,-1.44754561233848,-1.6114596605127,0.646686957021938,-0.0770858491473037,-0.887686854343456,0.417018616118678,-0.36
"21",1,10020,0.847335619613332,-1.49359204689918,-1.76269238814811,-0.740226218726733,0.753365828172446,-0.127980365901607,0.14111997534732,0.310814507653511,0.18
"22",1,10021,-0.437237186040021,-0.404177698920429,0.924390037775593,-0.228429738613694,0.175747960306736,0.637942979194532,-0.69062475750149,0.112829698125729,-0.3
"23",1,10022,-0.293415574854705,-0.340464163969958,1.16034796086933,-0.249820845973336,0.0906433179966223,0.670817298431286,-0.829994826408,0.517260072548442,-0.23
"24",1,10023,1.14113930042844,1.5912134332805,1.39440770524955,0.828284842343002,-0.762928590937498,-0.0657247383127239,0.131080989718228,0.132783470804169,-0.12
"25",1,10024,0.115759923648056,-0.156381325574416,-1.3509107525836,-0.0110621448284938,0.145319180745922,-0.530136195545879,0.664393231463308,0.479831062949554,0.13
"26",1,10025,-0.00519350052332812,-0.00345168682775276,0.664616632317357,0.0395097644702149,0.0429614512979677,0.375269767456646,-0.292798551688464,0.681657778656133,-0.01
"27",1,10026,0.885383638141951,-1.47645260554336,-1.6675851483339,-0.668711508761294,0.807741096782062,-0.0260514773848901,0.165081065405657,0.504875753339016,0.13
"28",1,10027,0.238046422229852,-0.468045641923497,-1.96619481838531,-0.28326933047914,0.184776311444357,-0.798321097748298,0.699828078713514,0.00668656839696871,0.31
"29",1,10028,0.249302931155733,0.492232237242078,1.9744342152744,0.173598702070642,-0.318633535171436,0.668583572465764,-0.813618405566559,0.0742854123950665,0.33
"30",1,10029,0.490150842753506,1.29548319283019,2.64302961421548,0.590134783160365,-0.705348409669827,0.616166397437915,-0.731380023947377,0.110457677516469,0.96
"31",1,1002,1.36417912760654,-1.94123223217742,-1.42300390974558,-0.57075251600663,1.37047971617079,0.658977761298003,0.140749438866159,0.246831929356365,-0.27
"32",1,10030,-0.283991252677266,0.345458035519932,-1.2164390003678,0.118967322558966,-0.226490712960966,-0.834710213144864,0.727186822742864,0.221721756294209,-0.22
"33",1,10031,1.8553173635545,-1.57252172353131,-0.84757559780425,-0.80103642895722,0.771485294574089,0.347697495671964,-0.377248630055095,0.0466893032009668,-0.46
