"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",-0.797773543994823,"G_1","E_1",-0.629891852739334,"raw"
"2",0.5404016808552,"G_10","E_10",0.867952012762525,"raw"
"3",-0.874760892618185,"G_2","E_2",-0.896545513244006,"raw"
"4",-0.290284716148194,"G_3","E_3",-0.480858634026054,"raw"
"5",-0.477820670629545,"G_4","E_4",-0.309419277628636,"raw"
"6",0.295286277344183,"G_5","E_5",-0.236730410873614,"raw"
"7",-0.255342260937818,"G_6","E_6",0.0234651528499621,"raw"
"8",0.424498470699734,"G_7","E_7",0.345098878907059,"raw"
"9",0.589834144239676,"G_8","E_8",0.520994587775675,"raw"
"10",0.845961511189742,"G_9","E_9",0.795935056216394,"raw"
"G_1",-0.819207230890792,"G_1","E_1",-0.646815082209109,"means"
"G_10",0.554920588523552,"G_10","E_10",0.891271176229847,"means"
"G_2",-0.898262989450509,"G_2","E_2",-0.920632894886988,"means"
"G_3",-0.298083761081983,"G_3","E_3",-0.493777805739035,"means"
"G_4",-0.490658221741365,"G_4","E_4",-0.317732408549344,"means"
"G_5",0.303219698627601,"G_5","E_5",-0.24309061865891,"means"
"G_6",-0.262202511084558,"G_6","E_6",0.0240955883199548,"means"
"G_7",0.435903420609758,"G_7","E_7",0.35437060943053,"means"
"G_8",0.605681148020834,"G_8","E_8",0.534992087383094,"means"
"G_9",0.868689858467465,"G_9","E_9",0.817319348679963,"means"
"11",-0.829918014078536,"G_1","E_1",-0.683143639650148,"raw.ne"
"21",0.568454878372333,"G_10","E_10",0.860302502020682,"raw.ne"
"31",-0.911779601350412,"G_2","E_2",-0.906320090979972,"raw.ne"
"41",-0.273343204140022,"G_3","E_3",-0.489164049990024,"raw.ne"
"51",-0.495846243799312,"G_4","E_4",-0.292646578903271,"raw.ne"
"61",0.259888093204595,"G_5","E_5",-0.294264626233826,"raw.ne"
"71",-0.235993470135756,"G_6","E_6",0.059153061870762,"raw.ne"
"81",0.440807484788097,"G_7","E_7",0.354710363660356,"raw.ne"
"91",0.627460419052075,"G_8","E_8",0.56858485446591,"raw.ne"
"101",0.850269658086925,"G_9","E_9",0.822788203739518,"raw.ne"
"G_11",-0.826033388205393,"G_1","E_1",-0.679946025653787,"mean.ne"
"G_101",0.565794092016605,"G_10","E_10",0.856275654426881,"mean.ne"
"G_21",-0.907511803122253,"G_2","E_2",-0.902077847270317,"mean.ne"
"G_31",-0.27206375717654,"G_3","E_3",-0.486874402949513,"mean.ne"
"G_41",-0.493525319183759,"G_4","E_4",-0.291276777967792,"mean.ne"
"G_51",0.258671626042948,"G_5","E_5",-0.292887251648354,"mean.ne"
"G_61",-0.234888847360469,"G_6","E_6",0.0588761820938233,"mean.ne"
"G_71",0.438744181990199,"G_7","E_7",0.353050058626914,"mean.ne"
"G_81",0.624523443426931,"G_8","E_8",0.565923459726586,"mean.ne"
"G_91",0.84628977157173,"G_9","E_9",0.818936950615559,"mean.ne"
