"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",-0.331545358724436,"G_1","E_1",-0.390542205270009,"raw"
"2",-0.101183761646799,"G_2","E_2",0.640802215002542,"raw"
"3",-0.3765577337394,"G_3","E_3",0.0488465786960672,"raw"
"4",0.594672787262265,"G_4","E_4",0.137900641086112,"raw"
"5",-0.536383636668231,"G_5","E_5",-0.0180345165617639,"raw"
"6",-0.171653812766195,"G_6","E_6",-0.586806073517083,"raw"
"7",0.922651516282794,"G_7","E_7",0.167833360564134,"raw"
"G_1",-0.336197357046923,"G_1","E_1",-0.396022003541855,"means"
"G_2",-0.102603497067781,"G_2","E_2",0.649793475928972,"means"
"G_3",-0.381841312289297,"G_3","E_3",0.0495319576228885,"means"
"G_4",0.603016794306776,"G_4","E_4",0.139835560499463,"means"
"G_5",-0.54390977362756,"G_5","E_5",-0.0182875635086909,"means"
"G_6",-0.174062331624999,"G_6","E_6",-0.595039700674855,"means"
"G_7",0.935597477349785,"G_7","E_7",0.170188273674078,"means"
"11",-0.396779274618338,"G_1","E_1",-0.347326067524242,"raw.ne"
"21",-0.110631840491463,"G_2","E_2",0.643299804686331,"raw.ne"
"31",-0.364084168683706,"G_3","E_3",0.0108393321741868,"raw.ne"
"41",0.616694881226326,"G_4","E_4",0.110204429790287,"raw.ne"
"51",-0.50404083557498,"G_5","E_5",-0.0541319961762635,"raw.ne"
"61",-0.219450601962437,"G_6","E_6",-0.598806218935485,"raw.ne"
"71",0.9782918401046,"G_7","E_7",0.235920715985187,"raw.ne"
"G_11",-0.393513546041329,"G_1","E_1",-0.344467368149521,"mean.ne"
"G_21",-0.109721274879466,"G_2","E_2",0.638005066049165,"mean.ne"
"G_31",-0.361087540204935,"G_3","E_3",0.0107501180465862,"mean.ne"
"G_41",0.61161911687635,"G_4","E_4",0.109297382021661,"mean.ne"
"G_51",-0.499892280783906,"G_5","E_5",-0.0536864577669997,"mean.ne"
"G_61",-0.217644393453286,"G_6","E_6",-0.593877688877685,"mean.ne"
"G_71",0.970239918486572,"G_7","E_7",0.233978948676793,"mean.ne"
