"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",0.41195401292669,"G_1","E_1",-0.332258612644966,"raw"
"2",0.0719963640437785,"G_2","E_2",-0.353430186572185,"raw"
"3",-0.368836853088586,"G_3","E_3",-0.0129005210413096,"raw"
"4",-0.184206301782423,"G_4","E_4",0.460402409623655,"raw"
"5",0.0690927779005402,"G_5","E_5",0.238186910634806,"raw"
"G_1",0.491891762217211,"G_1","E_1",-0.396731842286637,"means"
"G_2",0.085966921722954,"G_2","E_2",-0.422011661104239,"means"
"G_3",-0.440407919193352,"G_3","E_3",-0.0154038068070923,"means"
"G_4",-0.219950673016979,"G_4","E_4",0.54974134367549,"means"
"G_5",0.0824999082701663,"G_5","E_5",0.284405966522479,"means"
"11",0.73240121836016,"G_1","E_1",-0.458408824762923,"raw.ne"
"21",0.0616693418412814,"G_2","E_2",-0.391216200470674,"raw.ne"
"31",-0.513932995356633,"G_3","E_3",0.155068811230834,"raw.ne"
"41",-0.326886427619801,"G_4","E_4",0.547614942142984,"raw.ne"
"51",0.0467488627749956,"G_5","E_5",0.146941271859781,"raw.ne"
"G_11",0.720491461740356,"G_1","E_1",-0.450954525946328,"mean.ne"
"G_21",0.0606665214829548,"G_2","E_2",-0.384854537468852,"mean.ne"
"G_31",-0.505575804325071,"G_3","E_3",0.152547199094231,"mean.ne"
"G_41",-0.321570846900281,"G_4","E_4",0.538710040678051,"mean.ne"
"G_51",0.0459886680020414,"G_5","E_5",0.144551823642898,"mean.ne"
