"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",-0.378503709163816,"G_1","E_1",0.0583894035696343,"raw"
"2",-0.38165989849559,"G_2","E_2",0.595078068802791,"raw"
"3",-0.510446165692386,"G_3","E_3",-0.249342714034071,"raw"
"4",0.140547137195896,"G_4","E_4",-0.404067509865264,"raw"
"5",1.13006263615589,"G_5","E_5",-5.72484730913328e-05,"raw"
"G_1",-0.43426711751543,"G_1","E_1",0.0669916763501416,"means"
"G_2",-0.437888295354007,"G_2","E_2",0.682748494609317,"means"
"G_3",-0.585648118248951,"G_3","E_3",-0.286077359548904,"means"
"G_4",0.161253373923191,"G_4","E_4",-0.463597128753319,"means"
"G_5",1.2965501571952,"G_5","E_5",-6.56826572356883e-05,"means"
"11",-0.59339093302496,"G_1","E_1",0.207744294595094,"raw.ne"
"21",-0.187675371923835,"G_2","E_2",0.588316270466858,"raw.ne"
"31",-0.703835868380963,"G_3","E_3",-0.559746378686269,"raw.ne"
"41",0.198652877949363,"G_4","E_4",-0.129726262189142,"raw.ne"
"51",1.28624929538039,"G_5","E_5",-0.106587924186542,"raw.ne"
"G_11",-0.583741656896568,"G_1","E_1",0.204366113448264,"mean.ne"
"G_21",-0.184623536472021,"G_2","E_2",0.578749514676338,"mean.ne"
"G_31",-0.692390619953504,"G_3","E_3",-0.550644204943445,"mean.ne"
"G_41",0.195422534568043,"G_4","E_4",-0.127616751484983,"mean.ne"
"G_51",1.26533327875405,"G_5","E_5",-0.104854671696173,"mean.ne"
