"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",0.909917679832125,"G_1","E_1",-0.484032755373477,"raw"
"2",0.509516939995888,"G_2","E_2",-0.47826598213511,"raw"
"3",0.33740095584042,"G_3","E_3",-0.704079855914609,"raw"
"4",-0.0737993930581933,"G_4","E_4",-0.0356975124894277,"raw"
"5",-0.14892630955399,"G_5","E_5",-0.0666399096909952,"raw"
"6",-0.765929764522207,"G_6","E_6",0.984822472724658,"raw"
"7",-0.768180108534044,"G_7","E_7",0.783893542878961,"raw"
"G_1",0.957787634877686,"G_1","E_1",-0.509497285576457,"means"
"G_2",0.536322170351515,"G_2","E_2",-0.503427127557465,"means"
"G_3",0.35515131825935,"G_3","E_3",-0.741120867204044,"means"
"G_4",-0.0776819130997186,"G_4","E_4",-0.0375755266834369,"means"
"G_5",-0.156761189457375,"G_5","E_5",-0.0701457757180598,"means"
"G_6",-0.806224644167254,"G_6","E_6",1.03663310190804,"means"
"G_7",-0.808593376764204,"G_7","E_7",0.825133480831422,"means"
"11",0.903130154340586,"G_1","E_1",-0.564680221608256,"raw.ne"
"21",0.587873380001417,"G_2","E_2",-0.473226228868298,"raw.ne"
"31",0.356115722558299,"G_3","E_3",-0.721374407498162,"raw.ne"
"41",-0.0663420259345633,"G_4","E_4",-0.107472650983285,"raw.ne"
"51",-0.199159420666068,"G_5","E_5",-0.0684037621375961,"raw.ne"
"61",-0.832386497938511,"G_6","E_6",1.05565566648375,"raw.ne"
"71",-0.74923131236116,"G_7","E_7",0.879501604611842,"raw.ne"
"G_11",0.895696857940145,"G_1","E_1",-0.560032568732861,"mean.ne"
"G_21",0.583034833687274,"G_2","E_2",-0.469331296552356,"mean.ne"
"G_31",0.353184679113555,"G_3","E_3",-0.715437068609793,"mean.ne"
"G_41",-0.0657959917442459,"G_4","E_4",-0.106588087373197,"mean.ne"
"G_51",-0.197520220604332,"G_5","E_5",-0.0678407586364625,"mean.ne"
"G_61",-0.825535463755715,"G_6","E_6",1.0469669947258,"mean.ne"
"G_71",-0.74306469463668,"G_7","E_7",0.872262785178872,"mean.ne"
