"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",0.635324562597228,"G_1","E_1",-0.0031601367591924,"raw"
"2",0.185982033067225,"G_2","E_2",-0.372383883411072,"raw"
"3",0.456309934878281,"G_3","E_3",0.119087935105516,"raw"
"4",-0.298192063177138,"G_4","E_4",-0.533652619502478,"raw"
"5",-0.230401803524282,"G_5","E_5",0.281856058366171,"raw"
"6",0.108700333493156,"G_6","E_6",0.310115339891095,"raw"
"7",-0.857722997334473,"G_7","E_7",0.198137306309956,"raw"
"G_1",0.640264288461273,"G_1","E_1",-0.00318470720744453,"means"
"G_2",0.187428066029073,"G_2","E_2",-0.375279213465248,"means"
"G_3",0.459857800205785,"G_3","E_3",0.120013858307263,"means"
"G_4",-0.300510542791569,"G_4","E_4",-0.537801833624154,"means"
"G_5",-0.232193205612278,"G_5","E_5",0.284047523553299,"means"
"G_6",0.109545491827013,"G_6","E_6",0.312526524434368,"means"
"G_7",-0.864391898119297,"G_7","E_7",0.199677848001916,"means"
"11",0.639158254985933,"G_1","E_1",-0.0325088975176097,"raw.ne"
"21",0.148178742617342,"G_2","E_2",-0.375740080457998,"raw.ne"
"31",0.458125039933903,"G_3","E_3",0.158575745675439,"raw.ne"
"41",-0.282179621358219,"G_4","E_4",-0.556902227088272,"raw.ne"
"51",-0.252347762436491,"G_5","E_5",0.305017641657275,"raw.ne"
"61",0.131571514736913,"G_6","E_6",0.300772963747623,"raw.ne"
"71",-0.842506168479384,"G_7","E_7",0.200784853983538,"raw.ne"
"G_11",0.633249114990291,"G_1","E_1",-0.0322083465585452,"mean.ne"
"G_21",0.146808801874691,"G_2","E_2",-0.372266291736541,"mean.ne"
"G_31",0.453889586546026,"G_3","E_3",0.157109682656167,"mean.ne"
"G_41",-0.279570816929086,"G_4","E_4",-0.551753559762026,"mean.ne"
"G_51",-0.25001475923393,"G_5","E_5",0.302197695373825,"mean.ne"
"G_61",0.130355110984073,"G_6","E_6",0.29799226032116,"mean.ne"
"G_71",-0.834717038232066,"G_7","E_7",0.198928559705959,"mean.ne"
