"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",-0.240866177344758,"G_1","E_1",0.176227561927314,"raw"
"2",-0.0977361704589815,"G_2","E_2",0.214615584424312,"raw"
"3",0.286401183938931,"G_3","E_3",-0.697640999550801,"raw"
"4",-0.102204848845508,"G_4","E_4",0.407100926391798,"raw"
"5",0.429124170155597,"G_5","E_5",-0.386849749934252,"raw"
"6",-0.167360605794808,"G_6","E_6",0.0224129982744518,"raw"
"7",-0.107357551650493,"G_7","E_7",0.264133678467156,"raw"
"G_1",-0.246089944410739,"G_1","E_1",0.180049483893549,"means"
"G_2",-0.0998558162889917,"G_2","E_2",0.219270043734947,"means"
"G_3",0.292612488028274,"G_3","E_3",-0.712771036144167,"means"
"G_4",-0.104421408801199,"G_4","E_4",0.415929897047844,"means"
"G_5",0.438430768250791,"G_5","E_5",-0.395239524727301,"means"
"G_6",-0.170990226318251,"G_6","E_6",0.022899078485169,"means"
"G_7",-0.109685860459883,"G_7","E_7",0.269862057709959,"means"
"11",-0.282502223111198,"G_1","E_1",0.192326525670107,"raw.ne"
"21",-0.0402221424843267,"G_2","E_2",0.177379200714612,"raw.ne"
"31",0.293035694275893,"G_3","E_3",-0.725527859630391,"raw.ne"
"41",-0.101317443190628,"G_4","E_4",0.41982947178367,"raw.ne"
"51",0.432895034093449,"G_5","E_5",-0.400425955298075,"raw.ne"
"61",-0.219616485583696,"G_6","E_6",0.0645320129960473,"raw.ne"
"71",-0.0822724339995158,"G_7","E_7",0.271886603764006,"raw.ne"
"G_11",-0.279795089396998,"G_1","E_1",0.190483518503511,"mean.ne"
"G_21",-0.0398367058078405,"G_2","E_2",0.175679429260899,"mean.ne"
"G_31",0.290227621480243,"G_3","E_3",-0.718575344681065,"mean.ne"
"G_41",-0.100346548649419,"G_4","E_4",0.415806372408489,"mean.ne"
"G_51",0.428746731370022,"G_5","E_5",-0.396588793977024,"mean.ne"
"G_61",-0.217511966950993,"G_6","E_6",0.063913622152605,"mean.ne"
"G_71",-0.0814840420450145,"G_7","E_7",0.269281196332585,"mean.ne"
