"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",0.584851316507756,"G_1","E_1",-0.0627700004059933,"raw"
"2",0.456248897292548,"G_2","E_2",-0.572722495225071,"raw"
"3",0.204885118154773,"G_3","E_3",0.0591249042694661,"raw"
"4",0.0318760869772044,"G_4","E_4",-0.166707684770341,"raw"
"5",-0.127880687179406,"G_5","E_5",0.240766200845013,"raw"
"6",-0.326878859000221,"G_6","E_6",0.128127655289337,"raw"
"7",-0.823101872752655,"G_7","E_7",0.374181419997589,"raw"
"G_1",0.832802189664995,"G_1","E_1",-0.0893816809638531,"means"
"G_2",0.649678080518494,"G_2","E_2",-0.815531289117831,"means"
"G_3",0.291747270140246,"G_3","E_3",0.0841912266409116,"means"
"G_4",0.0453901261453618,"G_4","E_4",-0.237384307758309,"means"
"G_5",-0.182096394917597,"G_5","E_5",0.342840331553555,"means"
"G_6",-0.465460916042872,"G_6","E_6",0.182448066491074,"means"
"G_7",-1.17206035550863,"G_7","E_7",0.532817653154453,"means"
"11",0.828568501533251,"G_1","E_1",-0.265044681744232,"raw.ne"
"21",0.698897175639578,"G_2","E_2",-0.735861987943709,"raw.ne"
"31",0.469833954196164,"G_3","E_3",0.062294935580412,"raw.ne"
"41",-0.0602363070218846,"G_4","E_4",-0.240890373866321,"raw.ne"
"51",-0.334060631949386,"G_5","E_5",0.308830217336155,"raw.ne"
"61",-0.430450857097081,"G_6","E_6",0.237307651715298,"raw.ne"
"71",-1.17255183530065,"G_7","E_7",0.633364238922387,"raw.ne"
"G_11",0.820628579148487,"G_1","E_1",-0.262504838390728,"mean.ne"
"G_21",0.692199854513758,"G_2","E_2",-0.728810444155396,"mean.ne"
"G_31",0.465331676927425,"G_3","E_3",0.06169798197602,"mean.ne"
"G_41",-0.0596590806349104,"G_4","E_4",-0.238581993969918,"mean.ne"
"G_51",-0.330859429532715,"G_5","E_5",0.305870790383317,"mean.ne"
"G_61",-0.426325976185627,"G_6","E_6",0.23503360396614,"mean.ne"
"G_71",-1.16131562423642,"G_7","E_7",0.627294900190564,"mean.ne"
