"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",0.517334566637732,"G_1","E_1",0.0663911602929117,"raw"
"2",-0.61716806253967,"G_2","E_2",0.137592331154086,"raw"
"3",0.135949371756233,"G_3","E_3",-0.260394098456047,"raw"
"4",-0.265864381287237,"G_4","E_4",0.0279932925638804,"raw"
"5",-0.19673408749216,"G_5","E_5",0.274694446228834,"raw"
"6",0.170788897723932,"G_6","E_6",-0.143232403790732,"raw"
"7",0.25569369520117,"G_7","E_7",-0.103044727992932,"raw"
"G_1",0.579864288327375,"G_1","E_1",0.0744157947238716,"means"
"G_2",-0.691764560966512,"G_2","E_2",0.154222981275948,"means"
"G_3",0.152381438987016,"G_3","E_3",-0.291867677752917,"means"
"G_4",-0.297999148304886,"G_4","E_4",0.0313768143814401,"means"
"G_5",-0.220513143698865,"G_5","E_5",0.307896494535819,"means"
"G_6",0.191431984289297,"G_6","E_6",-0.160544763960635,"means"
"G_7",0.286599141366575,"G_7","E_7",-0.115499643203528,"means"
"11",0.540737527214,"G_1","E_1",0.0932329758397333,"raw.ne"
"21",-0.744588168367455,"G_2","E_2",0.0961236888494075,"raw.ne"
"31",0.327265388229085,"G_3","E_3",-0.356425988307459,"raw.ne"
"41",-0.382590071342811,"G_4","E_4",-0.0157797902773294,"raw.ne"
"51",-0.121289245216687,"G_5","E_5",0.402803310872457,"raw.ne"
"61",0.0416703164409284,"G_6","E_6",-0.0886749989119639,"raw.ne"
"71",0.338794253042939,"G_7","E_7",-0.131279198064847,"raw.ne"
"G_11",0.536286936902842,"G_1","E_1",0.0924656131950657,"mean.ne"
"G_21",-0.73845976646975,"G_2","E_2",0.0953325339235335,"mean.ne"
"G_31",0.324571800133706,"G_3","E_3",-0.353492391191726,"mean.ne"
"G_41",-0.379441128317836,"G_4","E_4",-0.0156499132516278,"mean.ne"
"G_51",-0.120290962847809,"G_5","E_5",0.399488000906995,"mean.ne"
"G_61",0.0413273450411636,"G_6","E_6",-0.0879451511186493,"mean.ne"
"G_71",0.336005775557684,"G_7","E_7",-0.130198692463591,"mean.ne"
