"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",0.909564497661698,"G_1","E_1",0.345207505492507,"raw"
"2",0.0797998865204787,"G_2","E_2",0.326791062964901,"raw"
"3",0.131067987865463,"G_3","E_3",-0.255654899689493,"raw"
"4",0.280377895685164,"G_4","E_4",-0.164812442283514,"raw"
"5",-0.00708172408498366,"G_5","E_5",0.0781721753710555,"raw"
"6",-0.978775404139501,"G_6","E_6",-0.161274676960824,"raw"
"7",-0.414953139508321,"G_7","E_7",-0.168428724894632,"raw"
"G_1",1.05261728658473,"G_1","E_1",0.399500407804345,"means"
"G_2",0.0923505042631941,"G_2","E_2",0.378187498371561,"means"
"G_3",0.151681854447648,"G_3","E_3",-0.295863314262003,"means"
"G_4",0.324474647518866,"G_4","E_4",-0.190733506241584,"means"
"G_5",-0.00819551027974472,"G_5","E_5",0.0904667929949389,"means"
"G_6",-1.13271341694825,"G_6","E_6",-0.186639334861629,"means"
"G_7",-0.480215365586448,"G_7","E_7",-0.194918543805629,"means"
"11",1.00624694540575,"G_1","E_1",0.367801724765587,"raw.ne"
"21",0.337471538043714,"G_2","E_2",0.240652693220546,"raw.ne"
"31",0.0682040046535298,"G_3","E_3",-0.308625135761221,"raw.ne"
"41",0.222798534805953,"G_4","E_4",0.0418377624860177,"raw.ne"
"51",0.138617150364183,"G_5","E_5",0.0622098764400221,"raw.ne"
"61",-1.1988169581998,"G_6","E_6",-0.142807205669371,"raw.ne"
"71",-0.574521215073333,"G_7","E_7",-0.261069715481581,"raw.ne"
"G_11",0.997964936703802,"G_1","E_1",0.364774498597088,"mean.ne"
"G_21",0.334693947286796,"G_2","E_2",0.238671978935163,"mean.ne"
"G_31",0.0676426452748783,"G_3","E_3",-0.30608496799059,"mean.ne"
"G_41",0.220964770825383,"G_4","E_4",0.0414934129060617,"mean.ne"
"G_51",0.137476249066747,"G_5","E_5",0.0616978522889163,"mean.ne"
"G_61",-1.18894998416804,"G_6","E_6",-0.141631817733582,"mean.ne"
"G_71",-0.569792564989563,"G_7","E_7",-0.258920957003056,"mean.ne"
