"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",-1.44327328630696,"G_1","E_1",-0.00808874070577159,"raw"
"2",1.37262599301518,"G_10","E_10",0.0717710630249533,"raw"
"3",-1.05817316079622,"G_2","E_2",-0.131932396643452,"raw"
"4",-0.742665254040069,"G_3","E_3",0.0421340451938089,"raw"
"5",-0.38990313978613,"G_4","E_4",0.0273503308281133,"raw"
"6",-0.19156554014541,"G_5","E_5",-0.00619424796099661,"raw"
"7",0.158604642306716,"G_6","E_6",0.0143061870670884,"raw"
"8",0.47131983462717,"G_7","E_7",0.0444776670326653,"raw"
"9",0.812917646132056,"G_8","E_8",-0.0995177203050596,"raw"
"10",1.01011226499364,"G_9","E_9",0.0456938124686192,"raw"
"G_1",-1.60057420222767,"G_1","E_1",-0.00897032448738508,"means"
"G_10",1.52222713090525,"G_10","E_10",0.0795933195979397,"means"
"G_2",-1.17350239814522,"G_2","E_2",-0.146311576961224,"means"
"G_3",-0.823607599326527,"G_3","E_3",0.0467261927540149,"means"
"G_4",-0.432398294093083,"G_4","E_4",0.0303312161052306,"means"
"G_5",-0.21244407729399,"G_5","E_5",-0.00686935286798221,"means"
"G_6",0.175890804075834,"G_6","E_6",0.0158654041262141,"means"
"G_7",0.522688513297972,"G_7","E_7",0.0493252435995163,"means"
"G_8",0.901516729561272,"G_8","E_8",-0.110364057379845,"means"
"G_9",1.12020339324616,"G_9","E_9",0.0506739355135217,"means"
"11",-1.5745893260204,"G_1","E_1",-0.0311583459029142,"raw.ne"
"21",1.56048744339557,"G_10","E_10",0.00120840456486973,"raw.ne"
"31",-1.21046755934733,"G_2","E_2",-0.0105711192907219,"raw.ne"
"41",-0.861888351942137,"G_3","E_3",-0.000783659164834373,"raw.ne"
"51",-0.508188223703036,"G_4","E_4",0.0131924879202215,"raw.ne"
"61",-0.181995209014239,"G_5","E_5",-0.0154251156367858,"raw.ne"
"71",0.156209872367595,"G_6","E_6",-0.00658081196701441,"raw.ne"
"81",0.531056359227016,"G_7","E_7",0.0300824600114127,"raw.ne"
"91",0.886259952388167,"G_8","E_8",0.00452275736015745,"raw.ne"
"101",1.20311504264878,"G_9","E_9",0.0155129421055904,"raw.ne"
"G_11",-1.56748053429271,"G_1","E_1",-0.0310176754512918,"mean.ne"
"G_101",1.55344231737735,"G_10","E_10",0.00120294898591722,"mean.ne"
"G_21",-1.2050026666097,"G_2","E_2",-0.0105233939034538,"mean.ne"
"G_31",-0.857997188268397,"G_3","E_3",-0.000780121182134037,"mean.ne"
"G_41",-0.505893908492673,"G_4","E_4",0.0131329278511619,"mean.ne"
"G_51",-0.181173556018794,"G_5","E_5",-0.0153554759328816,"mean.ne"
"G_61",0.155504632321761,"G_6","E_6",-0.00655110160323388,"mean.ne"
"G_71",0.528658801342546,"G_7","E_7",0.0299466468572542,"mean.ne"
"G_81",0.882258758353627,"G_8","E_8",0.00450233848675879,"mean.ne"
"G_91",1.19768334428699,"G_9","E_9",0.0154429058919018,"mean.ne"
