"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",-0.185673762508095,"G_1","E_1",-0.608047072270572,"raw"
"2",-0.123905502202051,"G_10","E_10",0.616478744132201,"raw"
"3",-0.0348372465274301,"G_2","E_2",-0.68811814393901,"raw"
"4",-0.296220974229992,"G_3","E_3",-0.361034551544195,"raw"
"5",-0.0264195662632254,"G_4","E_4",-0.270695200547707,"raw"
"6",-0.0461923169473624,"G_5","E_5",-0.28539880938725,"raw"
"7",-0.0173150962023045,"G_6","E_6",0.216919685230454,"raw"
"8",0.175558301809683,"G_7","E_7",-0.137782690287604,"raw"
"9",0.298118078881844,"G_8","E_8",0.71368498706264,"raw"
"10",0.256888084188932,"G_9","E_9",0.803993051551041,"raw"
"G_1",-0.188483810699693,"G_1","E_1",-0.61724945796449,"means"
"G_10",-0.125780729092962,"G_10","E_10",0.625808737539488,"means"
"G_2",-0.0353644849497207,"G_2","E_2",-0.698532351740159,"means"
"G_3",-0.300704080521931,"G_3","E_3",-0.366498567972621,"means"
"G_4",-0.0268194087256022,"G_4","E_4",-0.274791991330087,"means"
"G_5",-0.0468914067646328,"G_5","E_5",-0.289718129453647,"means"
"G_6",-0.0175771486006245,"G_6","E_6",0.220202619560928,"means"
"G_7",0.178215259270209,"G_7","E_7",-0.13986793913723,"means"
"G_8",0.302629896583647,"G_8","E_8",0.724486131931872,"means"
"G_9",0.26077591350131,"G_9","E_9",0.816160948565945,"means"
"11",-0.247277574929492,"G_1","E_1",-0.623217179743763,"raw.ne"
"21",-0.112099056136774,"G_10","E_10",0.699648535895885,"raw.ne"
"31",-0.0437636912662171,"G_2","E_2",-0.682697740158539,"raw.ne"
"41",-0.324227944113861,"G_3","E_3",-0.340643783300458,"raw.ne"
"51",0.00174279603217022,"G_4","E_4",-0.301982115579887,"raw.ne"
"61",-0.0468934755547174,"G_5","E_5",-0.310070165418281,"raw.ne"
"71",-0.00279171231087023,"G_6","E_6",0.22139267263458,"raw.ne"
"81",0.171215052948347,"G_7","E_7",-0.143009457167092,"raw.ne"
"91",0.36717217000939,"G_8","E_8",0.696156414012579,"raw.ne"
"101",0.236923435322026,"G_9","E_9",0.784422818824979,"raw.ne"
"G_11",-0.246284488286866,"G_1","E_1",-0.62071428939135,"mean.ne"
"G_101",-0.111648857305229,"G_10","E_10",0.696838691065709,"mean.ne"
"G_21",-0.0435879327598507,"G_2","E_2",-0.679955971088296,"mean.ne"
"G_31",-0.322925818595367,"G_3","E_3",-0.339275730450596,"mean.ne"
"G_41",0.00173579682304358,"G_4","E_4",-0.300769331099203,"mean.ne"
"G_51",-0.04670514758275,"G_5","E_5",-0.308824898678508,"mean.ne"
"G_61",-0.0027805005695428,"G_6","E_6",0.220503541842882,"mean.ne"
"G_71",0.170527439515755,"G_7","E_7",-0.142435119677238,"mean.ne"
"G_81",0.365697577023408,"G_8","E_8",0.693360593824946,"mean.ne"
"G_91",0.235971931737398,"G_9","E_9",0.781272513651654,"mean.ne"
