"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",-0.693499106587129,"G_1","E_1",0.0740545222524531,"raw"
"2",-0.269914808066295,"G_2","E_2",-0.129270733340566,"raw"
"3",0.56527799537811,"G_3","E_3",-0.373497160726857,"raw"
"4",0.297322071926817,"G_4","E_4",0.0618752744112379,"raw"
"5",0.100813847348488,"G_5","E_5",0.366838097403724,"raw"
"G_1",-0.761578140916536,"G_1","E_1",0.0813242653779853,"means"
"G_2",-0.296411654723805,"G_2","E_2",-0.141960910745686,"means"
"G_3",0.620769891023647,"G_3","E_3",-0.410162422131722,"means"
"G_4",0.326509419609513,"G_4","E_4",0.0679494119130391,"means"
"G_5",0.110710485007181,"G_5","E_5",0.402849655586383,"means"
"11",-0.779236979034573,"G_1","E_1",0.00671439171924608,"raw.ne"
"21",-0.256852808846878,"G_2","E_2",-0.167856572260897,"raw.ne"
"31",0.633517970786836,"G_3","E_3",-0.434988131719249,"raw.ne"
"41",0.43308349891089,"G_4","E_4",0.116353889182424,"raw.ne"
"51",-0.0305116818162838,"G_5","E_5",0.479776423078466,"raw.ne"
"G_11",-0.765024777609559,"G_1","E_1",0.00659193052948281,"mean.ne"
"G_21",-0.252168169957644,"G_2","E_2",-0.164795101258279,"mean.ne"
"G_31",0.621963481909339,"G_3","E_3",-0.427054551676439,"mean.ne"
"G_41",0.425184656728125,"G_4","E_4",0.114231755667032,"mean.ne"
"G_51",-0.0299551910702618,"G_5","E_5",0.471025966738202,"mean.ne"
