"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",-0.162731974045856,"G_1","E_1",-0.18801775092052,"raw"
"2",0.409928450192221,"G_10","E_10",-0.221396778888137,"raw"
"3",-0.21713764201114,"G_2","E_2",0.349913353780188,"raw"
"4",0.381264293319547,"G_3","E_3",0.527827941988545,"raw"
"5",-0.102899746495342,"G_4","E_4",-0.101014351353842,"raw"
"6",0.00247503052152703,"G_5","E_5",-0.132677048562533,"raw"
"7",-0.138472861305215,"G_6","E_6",-0.131602245121553,"raw"
"8",-0.104501731397416,"G_7","E_7",0.176256864383148,"raw"
"9",0.230550998877593,"G_8","E_8",-0.192034352688163,"raw"
"10",-0.298474817655865,"G_9","E_9",-0.0872556326170775,"raw"
"G_1",-0.197816892192703,"G_1","E_1",-0.228554267729042,"means"
"G_10",0.498308783592511,"G_10","E_10",-0.269129794546586,"means"
"G_2",-0.263952390257334,"G_2","E_2",0.42535446759837,"means"
"G_3",0.463464651312297,"G_3","E_3",0.641627336661118,"means"
"G_4",-0.125084871479467,"G_4","E_4",-0.122792986251589,"means"
"G_5",0.00300864565010188,"G_5","E_5",-0.161282142405167,"means"
"G_6",-0.168327528975424,"G_6","E_6",-0.159975611972802,"means"
"G_7",-0.127032243386727,"G_7","E_7",0.214257740953159,"means"
"G_8",0.280257658995992,"G_8","E_8",-0.233436846481722,"means"
"G_9",-0.362825813259247,"G_9","E_9",-0.106067895825738,"means"
"11",-0.22579846360616,"G_1","E_1",-0.222084418362311,"raw.ne"
"21",0.452628848809833,"G_10","E_10",-0.294500461236624,"raw.ne"
"31",-0.329020890107009,"G_2","E_2",0.554983195675561,"raw.ne"
"41",0.528753025817687,"G_3","E_3",0.672185522704847,"raw.ne"
"51",-0.0623141629595917,"G_4","E_4",-0.0978511952197229,"raw.ne"
"61",0.000202444284571077,"G_5","E_5",-0.222464815688508,"raw.ne"
"71",-0.165646739102022,"G_6","E_6",-0.151071118501646,"raw.ne"
"81",-0.131349482904648,"G_7","E_7",0.189847514145427,"raw.ne"
"91",0.277788571574727,"G_8","E_8",-0.25635941685948,"raw.ne"
"101",-0.345243151807315,"G_9","E_9",-0.172684806657473,"raw.ne"
"G_11",-0.224741560949553,"G_1","E_1",-0.221044900165346,"mean.ne"
"G_101",0.450510213345616,"G_10","E_10",-0.293121982770086,"mean.ne"
"G_21",-0.327480830678465,"G_2","E_2",0.552385466689577,"mean.ne"
"G_31",0.52627807329257,"G_3","E_3",0.66903920074443,"mean.ne"
"G_41",-0.0620224869077502,"G_4","E_4",-0.0973931797554411,"mean.ne"
"G_51",0.000201496696598497,"G_5","E_5",-0.221423516952676,"mean.ne"
"G_61",-0.164871390697011,"G_6","E_6",-0.150363994706689,"mean.ne"
"G_71",-0.130734670849662,"G_7","E_7",0.188958888337994,"mean.ne"
"G_81",0.276488317026559,"G_8","E_8",-0.255159466494905,"mean.ne"
"G_91",-0.343627160278904,"G_9","E_9",-0.171876514926858,"mean.ne"
