"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",-0.720838345151802,"G_1","E_1",-0.545375154359821,"raw"
"2",-0.457959434506312,"G_2","E_2",-0.491505309249186,"raw"
"3",0.070231205645645,"G_3","E_3",-0.114939870147802,"raw"
"4",0.0515232045748849,"G_4","E_4",0.777445622019606,"raw"
"5",1.05704336943758,"G_5","E_5",0.374374711737203,"raw"
"G_1",-0.775293656506277,"G_1","E_1",-0.586575201548491,"means"
"G_2",-0.492555712245271,"G_2","E_2",-0.528635790483375,"means"
"G_3",0.0755367810162618,"G_3","E_3",-0.123622935439817,"means"
"G_4",0.0554154949420347,"G_4","E_4",0.836177297010253,"means"
"G_5",1.13689709279325,"G_5","E_5",0.402656630461428,"means"
"11",-0.831814122155757,"G_1","E_1",-0.66347041366226,"raw.ne"
"21",-0.485017043338702,"G_2","E_2",-0.511539430702688,"raw.ne"
"31",0.12317410809597,"G_3","E_3",-0.0867023895197377,"raw.ne"
"41",0.0247204003596826,"G_4","E_4",0.787328612277164,"raw.ne"
"51",1.1689366570388,"G_5","E_5",0.474383621607521,"raw.ne"
"G_11",-0.816096919663629,"G_1","E_1",-0.650934080650698,"mean.ne"
"G_21",-0.475852602775313,"G_2","E_2",-0.501873847249713,"mean.ne"
"G_31",0.120846722268817,"G_3","E_3",-0.0850641400883596,"mean.ne"
"G_41",0.0242533061762711,"G_4","E_4",0.772451967486703,"mean.ne"
"G_51",1.14684949399385,"G_5","E_5",0.465420100502069,"mean.ne"
