"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",-0.582772614231174,"G_1","E_1",-0.418360903468845,"raw"
"2",-0.468709981231593,"G_2","E_2",-0.12138462227136,"raw"
"3",-0.077044554070375,"G_3","E_3",0.174595706974303,"raw"
"4",-0.039619198549224,"G_4","E_4",0.41201857452348,"raw"
"5",0.35427712592597,"G_5","E_5",-0.156269410511712,"raw"
"6",0.164108573423483,"G_6","E_6",-0.0655721347175805,"raw"
"7",0.649760648732907,"G_7","E_7",0.174972789471708,"raw"
"G_1",-0.675504136665357,"G_1","E_1",-0.484931024573088,"means"
"G_2",-0.54329171187287,"G_2","E_2",-0.140699498345571,"means"
"G_3",-0.0893039818810669,"G_3","E_3",0.202377598783961,"means"
"G_4",-0.0459234560063764,"G_4","E_4",0.477579496148328,"means"
"G_5",0.410650154528326,"G_5","E_5",-0.181135198630046,"means"
"G_6",0.190221739153037,"G_6","E_6",-0.0760060565133738,"means"
"G_7",0.753151392744307,"G_7","E_7",0.20281468312979,"means"
"11",-0.591067708991978,"G_1","E_1",-0.412326453276245,"raw.ne"
"21",-0.575378184265963,"G_2","E_2",-0.147789820363586,"raw.ne"
"31",-0.132535579044768,"G_3","E_3",0.216711486823689,"raw.ne"
"41",0.00322193743561144,"G_4","E_4",0.394247156286893,"raw.ne"
"51",0.455956654744048,"G_5","E_5",-0.141195296413787,"raw.ne"
"61",0.113906738389421,"G_6","E_6",-0.0710354071290145,"raw.ne"
"71",0.725896141733626,"G_7","E_7",0.161388334072048,"raw.ne"
"G_11",-0.585403685166725,"G_1","E_1",-0.408375253067522,"mean.ne"
"G_21",-0.569864508430458,"G_2","E_2",-0.146373595029437,"mean.ne"
"G_31",-0.131265530510606,"G_3","E_3",0.214634805919115,"mean.ne"
"G_41",0.00319106257961492,"G_4","E_4",0.390469204535709,"mean.ne"
"G_51",0.45158735945611,"G_5","E_5",-0.139842264416368,"mean.ne"
"G_61",0.112815204424229,"G_6","E_6",-0.0703546962184106,"mean.ne"
"G_71",0.718940097647836,"G_7","E_7",0.159841798276914,"mean.ne"
