"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",-0.71999045529145,"G_1","E_1",-0.654760893304159,"raw"
"2",0.728532993514588,"G_10","E_10",0.116916239751703,"raw"
"3",-0.749787586764709,"G_2","E_2",-0.40366281438979,"raw"
"4",-0.587619565432531,"G_3","E_3",-0.324742378281912,"raw"
"5",-0.101940155222384,"G_4","E_4",-0.0101839407718214,"raw"
"6",0.105560392618353,"G_5","E_5",-0.0251533465873804,"raw"
"7",0.268827179516538,"G_6","E_6",0.373196197149172,"raw"
"8",0.555462106373181,"G_7","E_7",0.198177419701817,"raw"
"9",0.419138710635133,"G_8","E_8",0.875240410504025,"raw"
"10",0.0818163800532418,"G_9","E_9",-0.145026893771695,"raw"
"G_1",-0.790794744210525,"G_1","E_1",-0.719150468362688,"means"
"G_10",0.80017736071528,"G_10","E_10",0.128413852196249,"means"
"G_2",-0.82352214328704,"G_2","E_2",-0.443359255260493,"means"
"G_3",-0.64540642243822,"G_3","E_3",-0.356677736601127,"means"
"G_4",-0.111965010621191,"G_4","E_4",-0.0111854355547522,"means"
"G_5",0.115941264312463,"G_5","E_5",-0.0276269416273733,"means"
"G_6",0.295263803985535,"G_6","E_6",0.409896532788696,"means"
"G_7",0.610086579759191,"G_7","E_7",0.217666304837286,"means"
"G_8",0.460357060332512,"G_8","E_8",0.961312072209466,"means"
"G_9",0.0898622514519942,"G_9","E_9",-0.159288924625263,"means"
"11",-0.789213665369509,"G_1","E_1",-0.653037917337282,"raw.ne"
"21",0.898069238253618,"G_10","E_10",0.152219744958853,"raw.ne"
"31",-0.80809149237543,"G_2","E_2",-0.424396758238252,"raw.ne"
"41",-0.691325682389366,"G_3","E_3",-0.327057166838373,"raw.ne"
"51",-0.126220428291214,"G_4","E_4",-0.0457097182300999,"raw.ne"
"61",0.0783047788055691,"G_5","E_5",-0.00791099683624489,"raw.ne"
"71",0.173615661301585,"G_6","E_6",0.360766627357437,"raw.ne"
"81",0.606794945128438,"G_7","E_7",0.200807074954456,"raw.ne"
"91",0.513972172690431,"G_8","E_8",0.899235030801269,"raw.ne"
"101",0.144094472245813,"G_9","E_9",-0.154915920591827,"raw.ne"
"G_11",-0.785650605793875,"G_1","E_1",-0.650089649831627,"mean.ne"
"G_101",0.894014728886465,"G_10","E_10",0.151532519124238,"mean.ne"
"G_21",-0.804443205154572,"G_2","E_2",-0.422480736000353,"mean.ne"
"G_31",-0.688204557273826,"G_3","E_3",-0.325580603239428,"mean.ne"
"G_41",-0.12565058146088,"G_4","E_4",-0.0455033527597632,"mean.ne"
"G_51",0.077951256554019,"G_5","E_5",-0.00787528109249675,"mean.ne"
"G_61",0.172831839414552,"G_6","E_6",0.359137875800572,"mean.ne"
"G_71",0.604055450572597,"G_7","E_7",0.199900492107932,"mean.ne"
"G_81",0.51165174471019,"G_8","E_8",0.895175258235471,"mean.ne"
"G_91",0.143443929545329,"G_9","E_9",-0.154216522344545,"mean.ne"
