"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",-0.73805627356211,"G_1","E_1",-0.405450178860049,"raw"
"2",-0.420811415184076,"G_2","E_2",-0.320005113557928,"raw"
"3",-0.378376742855777,"G_3","E_3",-0.112513111479677,"raw"
"4",-0.0430740098788937,"G_4","E_4",-0.0764731114773465,"raw"
"5",0.364170365505549,"G_5","E_5",0.143715350970286,"raw"
"6",0.455584524221397,"G_6","E_6",0.316327367550087,"raw"
"7",0.760563551753904,"G_7","E_7",0.454398796854621,"raw"
"G_1",-1.15252867744185,"G_1","E_1",-0.633140012691461,"means"
"G_2",-0.657127703086625,"G_2","E_2",-0.499711314048617,"means"
"G_3",-0.590862868644958,"G_3","E_3",-0.175697426082001,"means"
"G_4",-0.0672632066363043,"G_4","E_4",-0.119418338666055,"means"
"G_5",0.56867857472971,"G_5","E_5",0.224421997773227,"means"
"G_6",0.711428447900961,"G_6","E_6",0.493968245539856,"means"
"G_7",1.18767543317906,"G_7","E_7",0.70957684817505,"means"
"11",-1.27880806560619,"G_1","E_1",-0.641364729777705,"raw.ne"
"21",-0.948353851771045,"G_2","E_2",-0.483471009017227,"raw.ne"
"31",-0.425246510890222,"G_3","E_3",-0.229740667158602,"raw.ne"
"41",-0.0330186667392291,"G_4","E_4",-0.0298632120516761,"raw.ne"
"51",0.497405234037871,"G_5","E_5",0.207021870079484,"raw.ne"
"61",0.865885585589978,"G_6","E_6",0.473808003338499,"raw.ne"
"71",1.32213627537883,"G_7","E_7",0.703609744587213,"raw.ne"
"G_11",-1.2669852410893,"G_1","E_1",-0.635435190501692,"mean.ne"
"G_21",-0.939586139499783,"G_2","E_2",-0.479001227310067,"mean.ne"
"G_31",-0.421315025775367,"G_3","E_3",-0.227616670864499,"mean.ne"
"G_41",-0.0327134028664459,"G_4","E_4",-0.0295871209594329,"mean.ne"
"G_51",0.492806627762247,"G_5","E_5",0.205107913398306,"mean.ne"
"G_61",0.85788030817152,"G_6","E_6",0.46942755796219,"mean.ne"
"G_71",1.30991287329713,"G_7","E_7",0.697104738275196,"mean.ne"
