"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",-0.121776306937776,"G_1","E_1",-0.0778606500642507,"raw"
"2",-0.288891837977548,"G_2","E_2",-0.171228679968921,"raw"
"3",-0.4276099201552,"G_3","E_3",-0.0549259531837632,"raw"
"4",0.000390336361662979,"G_4","E_4",0.510670359105801,"raw"
"5",0.264436170884789,"G_5","E_5",-0.0427493347106732,"raw"
"6",0.293305484951357,"G_6","E_6",-0.330935177213743,"raw"
"7",0.280146072872717,"G_7","E_7",0.167029436035553,"raw"
"G_1",-0.123433763205462,"G_1","E_1",-0.0789203851284938,"means"
"G_2",-0.292823847410087,"G_2","E_2",-0.173559215817466,"means"
"G_3",-0.433429974647817,"G_3","E_3",-0.0556735318191519,"means"
"G_4",0.000395649098315282,"G_4","E_4",0.517620921236525,"means"
"G_5",0.268035322475586,"G_5","E_5",-0.0433311814962847,"means"
"G_6",0.297297567045191,"G_6","E_6",-0.335439424365448,"means"
"G_7",0.283959046644273,"G_7","E_7",0.169302817390319,"means"
"11",-0.105849821022809,"G_1","E_1",-0.0960838991884511,"raw.ne"
"21",-0.272859599079478,"G_2","E_2",-0.13195521817279,"raw.ne"
"31",-0.424867809435994,"G_3","E_3",-0.052107473234689,"raw.ne"
"41",-0.0283635446271594,"G_4","E_4",0.510589048136678,"raw.ne"
"51",0.276668775373808,"G_5","E_5",-0.0421276811612554,"raw.ne"
"61",0.279632053978535,"G_6","E_6",-0.344268232293013,"raw.ne"
"71",0.275639944813099,"G_7","E_7",0.155953455913521,"raw.ne"
"G_11",-0.104871219235133,"G_1","E_1",-0.0951955852111249,"mean.ne"
"G_21",-0.270336960034235,"G_2","E_2",-0.130735267008493,"mean.ne"
"G_31",-0.420939825488346,"G_3","E_3",-0.0516257297044132,"mean.ne"
"G_41",-0.0281013182463418,"G_4","E_4",0.505868554984712,"mean.ne"
"G_51",0.274110919767077,"G_5","E_5",-0.0417382027124771,"mean.ne"
"G_61",0.277046802295815,"G_6","E_6",-0.341085406811517,"mean.ne"
"G_71",0.273091600941163,"G_7","E_7",0.154511636463313,"mean.ne"
