"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",-0.231418421937926,"G_1","E_1",-0.517175862765877,"raw"
"2",-0.0811633016646137,"G_2","E_2",-0.0894103418805199,"raw"
"3",0.276402999001026,"G_3","E_3",0.647295544145343,"raw"
"4",-0.394025171529865,"G_4","E_4",0.223742231840686,"raw"
"5",0.373320879237479,"G_5","E_5",-0.450849464047419,"raw"
"6",0.0691306482903415,"G_6","E_6",0.0874261198282136,"raw"
"7",-0.0122476313964421,"G_7","E_7",0.0989717728795741,"raw"
"G_1",-0.249281996378661,"G_1","E_1",-0.557097531257541,"means"
"G_2",-0.0874284324567093,"G_2","E_2",-0.0963120754788146,"means"
"G_3",0.297739008066118,"G_3","E_3",0.697261368132764,"means"
"G_4",-0.424440632512632,"G_4","E_4",0.241013268349154,"means"
"G_5",0.402138141323587,"G_5","E_5",-0.485651287061909,"means"
"G_6",0.0744669584748525,"G_6","E_6",0.0941746880127879,"means"
"G_7",-0.0131930465165556,"G_7","E_7",0.106611569303558,"means"
"11",-0.16618404107049,"G_1","E_1",-0.487153886604533,"raw.ne"
"21",-0.0582317181237194,"G_2","E_2",-0.0700245535368678,"raw.ne"
"31",0.263782387607943,"G_3","E_3",0.685244544957238,"raw.ne"
"41",-0.502415239510783,"G_4","E_4",0.26715817885688,"raw.ne"
"51",0.470286420672418,"G_5","E_5",-0.489416791610152,"raw.ne"
"61",-0.000493885215884613,"G_6","E_6",-0.0424497144831741,"raw.ne"
"71",-0.0067439243594838,"G_7","E_7",0.136642222420608,"raw.ne"
"G_11",-0.164816247925326,"G_1","E_1",-0.483144321411356,"mean.ne"
"G_21",-0.0577524365731698,"G_2","E_2",-0.0694482099619701,"mean.ne"
"G_31",0.261611302230182,"G_3","E_3",0.679604576249558,"mean.ne"
"G_41",-0.49828006433871,"G_4","E_4",0.264959308716514,"mean.ne"
"G_51",0.466415684720177,"G_5","E_5",-0.485388601367689,"mean.ne"
"G_61",-0.00048982024786117,"G_6","E_6",-0.0421003281756232,"mean.ne"
"G_71",-0.00668841786529162,"G_7","E_7",0.135517575950566,"mean.ne"
