"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",-0.0378026274019449,"G_1","E_1",-0.386612544171374,"raw"
"2",0.139402123434942,"G_10","E_10",0.784183892407221,"raw"
"3",-0.368810963654079,"G_2","E_2",-0.458150922465147,"raw"
"4",-0.679131242400625,"G_3","E_3",-0.125514814204851,"raw"
"5",0.260672117086515,"G_4","E_4",-0.119187786349865,"raw"
"6",0.34012561311213,"G_5","E_5",-0.251110216029714,"raw"
"7",0.100496621839381,"G_6","E_6",0.124665668979967,"raw"
"8",-0.0401023789832084,"G_7","E_7",0.22133392569792,"raw"
"9",0.0832389682225814,"G_8","E_8",-0.120621473001788,"raw"
"10",0.201911768744324,"G_9","E_9",0.331014269137647,"raw"
"G_1",-0.0386284845757672,"G_1","E_1",-0.395058696331612,"means"
"G_10",0.14244757957376,"G_10","E_10",0.801315608842001,"means"
"G_2",-0.37686821260874,"G_2","E_2",-0.468159941732185,"means"
"G_3",-0.693967920352664,"G_3","E_3",-0.128256880480576,"means"
"G_4",0.266366904795904,"G_4","E_4",-0.121791628864381,"means"
"G_5",0.347556185982173,"G_5","E_5",-0.256596109142981,"means"
"G_6",0.102692126802781,"G_6","E_6",0.127389184357941,"means"
"G_7",-0.0409784778061386,"G_7","E_7",0.226169309450604,"means"
"G_8",0.0850574529093016,"G_8","E_8",-0.12325663663041,"means"
"G_9",0.206322845279389,"G_9","E_9",0.3382457905316,"means"
"11",-0.0439802276507647,"G_1","E_1",-0.403863536068927,"raw.ne"
"21",0.170181983644143,"G_10","E_10",0.78569656992701,"raw.ne"
"31",-0.381056319002177,"G_2","E_2",-0.480407290761053,"raw.ne"
"41",-0.736862299682165,"G_3","E_3",-0.118339357085539,"raw.ne"
"51",0.253120137980744,"G_4","E_4",-0.127273581515036,"raw.ne"
"61",0.368017058586121,"G_5","E_5",-0.229595152910348,"raw.ne"
"71",0.0883579310913499,"G_6","E_6",0.133373420991749,"raw.ne"
"81",-0.00151234549911249,"G_7","E_7",0.207211685591561,"raw.ne"
"91",0.0837413165503329,"G_8","E_8",-0.126487002802423,"raw.ne"
"101",0.199992763981541,"G_9","E_9",0.359684244633019,"raw.ne"
"G_11",-0.0437816703042006,"G_1","E_1",-0.402040215081753,"mean.ne"
"G_101",0.169413663766992,"G_10","E_10",0.782149388967203,"mean.ne"
"G_21",-0.3793359656608,"G_2","E_2",-0.478238398010381,"mean.ne"
"G_31",-0.733535590594378,"G_3","E_3",-0.117805090893854,"mean.ne"
"G_41",0.251977377571249,"G_4","E_4",-0.126698980018349,"mean.ne"
"G_51",0.366355573538248,"G_5","E_5",-0.228558600650804,"mean.ne"
"G_61",0.0879590219159506,"G_6","E_6",0.132771280575741,"mean.ne"
"G_71",-0.00150551771932138,"G_7","E_7",0.206276187876659,"mean.ne"
"G_81",0.083363249984964,"G_8","E_8",-0.125915952469295,"mean.ne"
"G_91",0.199089857501295,"G_9","E_9",0.358060379704831,"mean.ne"
