"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",-0.180346841232507,"G_1","E_1",0.208037514744012,"raw"
"2",0.0383882405526919,"G_2","E_2",-0.129140012906971,"raw"
"3",-0.300047072741299,"G_3","E_3",-0.0114820591168355,"raw"
"4",-0.0858741157849159,"G_4","E_4",-0.5051916139521,"raw"
"5",-0.227107953340075,"G_5","E_5",-0.435490493238794,"raw"
"6",0.347347134929145,"G_6","E_6",0.56707307009103,"raw"
"7",0.407640607616943,"G_7","E_7",0.30619359437964,"raw"
"G_1",-0.182724508344778,"G_1","E_1",0.210780251758677,"means"
"G_2",0.0388943456579247,"G_2","E_2",-0.130842576475422,"means"
"G_3",-0.30400285068625,"G_3","E_3",-0.0116334369516598,"means"
"G_4",-0.0870062679174527,"G_4","E_4",-0.51185198835997,"means"
"G_5",-0.23010211230566,"G_5","E_5",-0.441231937981639,"means"
"G_6",0.351926510168648,"G_6","E_6",0.574549280818067,"means"
"G_7",0.413014883427568,"G_7","E_7",0.310230407191946,"means"
"11",-0.153530578093168,"G_1","E_1",0.202430514864515,"raw.ne"
"21",0.0615655870945738,"G_2","E_2",-0.117776820100153,"raw.ne"
"31",-0.337465879626408,"G_3","E_3",-0.0178633090373202,"raw.ne"
"41",-0.0975162409974936,"G_4","E_4",-0.508689641071492,"raw.ne"
"51",-0.241392034169723,"G_5","E_5",-0.448095649172051,"raw.ne"
"61",0.338563397519522,"G_6","E_6",0.600288802489166,"raw.ne"
"71",0.429775748272681,"G_7","E_7",0.289706102027318,"raw.ne"
"G_11",-0.152059340806822,"G_1","E_1",0.200490684212791,"mean.ne"
"G_21",0.0609756226170472,"G_2","E_2",-0.116648200307599,"mean.ne"
"G_31",-0.334232045746906,"G_3","E_3",-0.0176921303272577,"mean.ne"
"G_41",-0.0965817722319799,"G_4","E_4",-0.50381502145877,"mean.ne"
"G_51",-0.239078847013726,"G_5","E_5",-0.443801683532777,"mean.ne"
"G_61",0.335319046456631,"G_6","E_6",0.594536415702328,"mean.ne"
"G_71",0.425657336725756,"G_7","E_7",0.286929935711285,"mean.ne"
