"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",0.41638613229654,"G_1","E_1",-0.321856790179242,"raw"
"2",0.374802307163284,"G_2","E_2",0.259711353030614,"raw"
"3",-0.77724392124883,"G_3","E_3",-0.355065471446169,"raw"
"4",-0.166880842159324,"G_4","E_4",0.200985880466604,"raw"
"5",0.15293632394833,"G_5","E_5",0.216225028128192,"raw"
"G_1",0.573847230700989,"G_1","E_1",-0.443570554830898,"means"
"G_2",0.516538014462056,"G_2","E_2",0.357924121767068,"means"
"G_3",-1.07116745057728,"G_3","E_3",-0.489337472367635,"means"
"G_4",-0.229988709282891,"G_4","E_4",0.276990951354789,"means"
"G_5",0.210770914697123,"G_5","E_5",0.297992954076676,"means"
"11",0.834877975277112,"G_1","E_1",-0.0945264094849936,"raw.ne"
"21",0.500580956074063,"G_2","E_2",0.241933573520505,"raw.ne"
"31",-0.787257624040092,"G_3","E_3",-0.376650200566074,"raw.ne"
"41",-0.213329553848681,"G_4","E_4",0.224082809389029,"raw.ne"
"51",-0.334871753462401,"G_5","E_5",0.00516022714153542,"raw.ne"
"G_11",0.821301818870591,"G_1","E_1",-0.0929892922562317,"mean.ne"
"G_21",0.492440885842199,"G_2","E_2",0.237999432087426,"mean.ne"
"G_31",-0.774455833895072,"G_3","E_3",-0.370525398876658,"mean.ne"
"G_41",-0.209860549425343,"G_4","E_4",0.220438943628563,"mean.ne"
"G_51",-0.329426321392375,"G_5","E_5",0.00507631541689983,"mean.ne"
