"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",-0.405477291106687,"G_1","E_1",0.150932966289531,"raw"
"2",0.205073624944954,"G_2","E_2",-0.0964855107296388,"raw"
"3",0.0194637882525648,"G_3","E_3",-0.240245154925658,"raw"
"4",0.0182287624760448,"G_4","E_4",0.01381674137592,"raw"
"5",0.0637160646693566,"G_5","E_5",0.21822680926043,"raw"
"6",0.16092658521423,"G_6","E_6",-0.0357900955672951,"raw"
"7",-0.0619315344504663,"G_7","E_7",-0.010455755703291,"raw"
"G_1",-0.805157008555211,"G_1","E_1",0.299707870934917,"means"
"G_2",0.407215077183715,"G_2","E_2",-0.191591457504221,"means"
"G_3",0.0386492804117706,"G_3","E_3",-0.47705524946138,"means"
"G_4",0.0361968874380521,"G_4","E_4",0.0274359289612758,"means"
"G_5",0.126521107719919,"G_5","E_5",0.433333379660081,"means"
"G_6",0.319552218558162,"G_6","E_6",-0.0710684591095525,"means"
"G_7",-0.122977562756408,"G_7","E_7",-0.0207620134811206,"means"
"11",-0.724389895383722,"G_1","E_1",-0.1242012608584,"raw.ne"
"21",0.122306968275889,"G_2","E_2",-0.129488277446694,"raw.ne"
"31",-0.0300282707198648,"G_3","E_3",-0.646862256925787,"raw.ne"
"41",0.319823825753949,"G_4","E_4",-0.377863629858689,"raw.ne"
"51",0.318922906341843,"G_5","E_5",0.499883056940953,"raw.ne"
"61",-0.0437548655672029,"G_6","E_6",0.632510840810979,"raw.ne"
"71",0.0371193312991092,"G_7","E_7",0.146021527337638,"raw.ne"
"G_11",-0.718427737242959,"G_1","E_1",-0.123179010875014,"mean.ne"
"G_21",0.121300309443089,"G_2","E_2",-0.128422512183493,"mean.ne"
"G_31",-0.0297811202559149,"G_3","E_3",-0.641538197195441,"mean.ne"
"G_41",0.3171914861279,"G_4","E_4",-0.374753588248206,"mean.ne"
"G_51",0.316297981816473,"G_5","E_5",0.495768723132096,"mean.ne"
"G_61",-0.0433947370927409,"G_6","E_6",0.627304901740469,"mean.ne"
"G_71",0.0368138172041522,"G_7","E_7",0.144819683629588,"mean.ne"
