"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",0.275774592920238,"G_1","E_1",0.00932782013830176,"raw"
"2",0.393450196784616,"G_2","E_2",0.119995051126244,"raw"
"3",0.122666697209884,"G_3","E_3",-0.153029233975954,"raw"
"4",0.2787684653246,"G_4","E_4",-0.401645975182785,"raw"
"5",0.0143046263109957,"G_5","E_5",0.324613748176293,"raw"
"6",-0.441493422468194,"G_6","E_6",0.161948174094134,"raw"
"7",-0.643471156082137,"G_7","E_7",-0.0612095843762311,"raw"
"G_1",0.279447593854975,"G_1","E_1",0.00945205599238942,"means"
"G_2",0.398690501648306,"G_2","E_2",0.121593247429537,"means"
"G_3",0.124300476771449,"G_3","E_3",-0.155067407665138,"means"
"G_4",0.282481341202213,"G_4","E_4",-0.406995438404381,"means"
"G_5",0.0144951475089602,"G_5","E_5",0.328937230582181,"means"
"G_6",-0.447373607935007,"G_6","E_6",0.164105137825008,"means"
"G_7",-0.652041453050897,"G_7","E_7",-0.0620248257595953,"means"
"11",0.267545905129855,"G_1","E_1",-0.0503943158178967,"raw.ne"
"21",0.391823336792032,"G_2","E_2",0.0943094100350399,"raw.ne"
"31",0.127739893750558,"G_3","E_3",-0.155457760443434,"raw.ne"
"41",0.307459149295898,"G_4","E_4",-0.365332507407977,"raw.ne"
"51",0.0186785049115819,"G_5","E_5",0.321993425558882,"raw.ne"
"61",-0.498569192994616,"G_6","E_6",0.176350812927293,"raw.ne"
"71",-0.614677596885309,"G_7","E_7",-0.0214690648519064,"raw.ne"
"G_11",0.265343843772482,"G_1","E_1",-0.0499795407330744,"mean.ne"
"G_21",0.388598398520416,"G_2","E_2",0.0935331876989997,"mean.ne"
"G_31",0.126688518721337,"G_3","E_3",-0.15417825094464,"mean.ne"
"G_41",0.304928578284888,"G_4","E_4",-0.362325604361685,"mean.ne"
"G_51",0.0185247697465482,"G_5","E_5",0.319343228840654,"mean.ne"
"G_61",-0.494465673064688,"G_6","E_6",0.174899341224516,"mean.ne"
"G_71",-0.609618435980982,"G_7","E_7",-0.021292361724769,"mean.ne"
