"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",0.329538278971012,"G_1","E_1",0.0897257295943072,"raw"
"2",0.0840484182678321,"G_2","E_2",0.00201311017422531,"raw"
"3",0.450360345865413,"G_3","E_3",0.521133892446268,"raw"
"4",0.304660228495679,"G_4","E_4",-0.216315392764404,"raw"
"5",-0.374374513248759,"G_5","E_5",-0.13143956708245,"raw"
"6",-0.125647709942052,"G_6","E_6",-0.199847942545954,"raw"
"7",-0.668585048409131,"G_7","E_7",-0.0652698298219998,"raw"
"G_1",0.352473206522246,"G_1","E_1",0.0959703853416059,"means"
"G_2",0.0898979492837312,"G_2","E_2",0.00215321692034579,"means"
"G_3",0.481704145853163,"G_3","E_3",0.557403330112411,"means"
"G_4",0.325863714446102,"G_4","E_4",-0.231370329255404,"means"
"G_5",-0.400429915265178,"G_5","E_5",-0.140587387353337,"means"
"G_6",-0.134392433418478,"G_6","E_6",-0.213756791308121,"means"
"G_7",-0.715116667421586,"G_7","E_7",-0.0698124244575004,"means"
"11",0.317331888542369,"G_1","E_1",0.117050975409769,"raw.ne"
"21",0.139314681494614,"G_2","E_2",-0.0383125834480731,"raw.ne"
"31",0.433654926685001,"G_3","E_3",0.569224523452455,"raw.ne"
"41",0.327780877901629,"G_4","E_4",-0.22361296432317,"raw.ne"
"51",-0.361866629053408,"G_5","E_5",-0.0884831786382848,"raw.ne"
"61",-0.139813347443676,"G_6","E_6",-0.267327700818891,"raw.ne"
"71",-0.716402398126545,"G_7","E_7",-0.0685390716338224,"raw.ne"
"G_11",0.314290992635064,"G_1","E_1",0.115929311168272,"mean.ne"
"G_21",0.137979670863531,"G_2","E_2",-0.0379454455006978,"mean.ne"
"G_31",0.429499342139772,"G_3","E_3",0.563769816295046,"mean.ne"
"G_41",0.32463985247653,"G_4","E_4",-0.22147014863843,"mean.ne"
"G_51",-0.358398970141679,"G_5","E_5",-0.0876352709885954,"mean.ne"
"G_61",-0.138473558247005,"G_6","E_6",-0.264765979981233,"mean.ne"
"G_71",-0.709537329726213,"G_7","E_7",-0.067882282354362,"mean.ne"
