"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",0.404163489718945,"G_1","E_1",-0.485713496030561,"raw"
"2",0.371740406104488,"G_2","E_2",-0.499561778828124,"raw"
"3",0.333429868213633,"G_3","E_3",-0.00749115847752026,"raw"
"4",0.0511411830102336,"G_4","E_4",-0.524973182203341,"raw"
"5",0.136604986175769,"G_5","E_5",0.136112319027274,"raw"
"6",-0.602219421799855,"G_6","E_6",0.518423989333627,"raw"
"7",-0.694860511423213,"G_7","E_7",0.863203307178645,"raw"
"G_1",0.497854595084467,"G_1","E_1",-0.59830910521263,"means"
"G_2",0.457915358674246,"G_2","E_2",-0.615367625836524,"means"
"G_3",0.410723868561216,"G_3","E_3",-0.00922772037903171,"means"
"G_4",0.062996469516347,"G_4","E_4",-0.646669770289739,"means"
"G_5",0.168272052793168,"G_5","E_5",0.167665178075474,"means"
"G_6",-0.7418228365968,"G_6","E_6",0.638602377150024,"means"
"G_7",-0.855939508032644,"G_7","E_7",1.06330666649243,"means"
"11",0.577267601356186,"G_1","E_1",-0.581340598238451,"raw.ne"
"21",0.551270924451857,"G_2","E_2",-0.766431861228236,"raw.ne"
"31",0.43303672433881,"G_3","E_3",-0.0419325065364644,"raw.ne"
"41",0.0321687274564127,"G_4","E_4",-0.580056382737822,"raw.ne"
"51",0.0123333005206142,"G_5","E_5",0.186802619916858,"raw.ne"
"61",-0.72070178937328,"G_6","E_6",0.709017037046922,"raw.ne"
"71",-0.885375488750602,"G_7","E_7",1.07394169177719,"raw.ne"
"G_11",0.572516346885687,"G_1","E_1",-0.576555820589797,"mean.ne"
"G_21",0.546733638038931,"G_2","E_2",-0.760123672792862,"mean.ne"
"G_31",0.429472575463022,"G_3","E_3",-0.0415873771568272,"mean.ne"
"G_41",0.031903959765001,"G_4","E_4",-0.575282174943813,"mean.ne"
"G_51",0.0122317901481343,"G_5","E_5",0.185265123648412,"mean.ne"
"G_61",-0.714769986530697,"G_6","E_6",0.703181406640827,"mean.ne"
"G_71",-0.878088323770077,"G_7","E_7",1.06510251519406,"mean.ne"
