"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",-0.190972485136373,"G_1","E_1",-0.334086319628278,"raw"
"2",-0.0557001434508356,"G_2","E_2",0.0575450799076451,"raw"
"3",0.301372200947122,"G_3","E_3",0.0370040152034799,"raw"
"4",-0.126120302195839,"G_4","E_4",-0.363783961850108,"raw"
"5",0.507698011940783,"G_5","E_5",-0.0709553481473218,"raw"
"6",-0.324203724334934,"G_6","E_6",0.298269368673779,"raw"
"7",-0.112073557769924,"G_7","E_7",0.376007165840802,"raw"
"G_1",-0.276399104031735,"G_1","E_1",-0.483531223613576,"means"
"G_2",-0.0806161669481129,"G_2","E_2",0.0832863881754996,"means"
"G_3",0.436183287149316,"G_3","E_3",0.0535568076234402,"means"
"G_4",-0.182536968622725,"G_4","E_4",-0.526513340624351,"means"
"G_5",0.734803631627449,"G_5","E_5",-0.102695394261509,"means"
"G_6",-0.469227904040406,"G_6","E_6",0.431692482834233,"means"
"G_7",-0.162206775133787,"G_7","E_7",0.544204279866264,"means"
"11",0.00219999644397778,"G_1","E_1",-0.315246101959831,"raw.ne"
"21",-0.123745131972458,"G_2","E_2",-0.131920902303429,"raw.ne"
"31",0.568063921853793,"G_3","E_3",-0.0623629007697944,"raw.ne"
"41",-0.257627631219339,"G_4","E_4",-0.384909736261118,"raw.ne"
"51",0.701733341976565,"G_5","E_5",0.0415030462041268,"raw.ne"
"61",-0.441591736922941,"G_6","E_6",0.604382219631686,"raw.ne"
"71",-0.4490327601596,"G_7","E_7",0.248554375458358,"raw.ne"
"G_11",0.0021818891694389,"G_1","E_1",-0.312651439713543,"mean.ne"
"G_21",-0.122726636200122,"G_2","E_2",-0.130835115095986,"mean.ne"
"G_31",0.563388419120066,"G_3","E_3",-0.061849617137768,"mean.ne"
"G_41",-0.255507203134205,"G_4","E_4",-0.381741701019148,"mean.ne"
"G_51",0.6959576606975,"G_5","E_5",0.0411614515375378,"mean.ne"
"G_61",-0.437957175223548,"G_6","E_6",0.599407795783603,"mean.ne"
"G_71",-0.445336954429129,"G_7","E_7",0.246508625645305,"mean.ne"
