"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",-0.0649719198725379,"G_1","E_1",0.166110584961378,"raw"
"2",-0.0867508125363128,"G_2","E_2",-0.178556337568992,"raw"
"3",-0.0983290317674783,"G_3","E_3",0.168205374304167,"raw"
"4",0.0484165828108791,"G_4","E_4",-0.0884129898459957,"raw"
"5",0.201635181365451,"G_5","E_5",-0.0673466318505556,"raw"
"G_1",-0.145803549815072,"G_1","E_1",0.372768928434622,"means"
"G_2",-0.194677584438784,"G_2","E_2",-0.400698454203155,"means"
"G_3",-0.220660277696936,"G_3","E_3",0.377469847276073,"means"
"G_4",0.108651701497981,"G_4","E_4",-0.198407678187736,"means"
"G_5",0.452489710452811,"G_5","E_5",-0.151132643319804,"means"
"11",-0.123088353920636,"G_1","E_1",0.138755424708369,"raw.ne"
"21",-0.14295501957636,"G_2","E_2",-0.55751881871168,"raw.ne"
"31",-0.0987378691970037,"G_3","E_3",0.80749879389122,"raw.ne"
"41",-0.360971642644577,"G_4","E_4",-0.126357123898777,"raw.ne"
"51",0.725752885338579,"G_5","E_5",-0.262378275989129,"raw.ne"
"G_11",-0.120762588426325,"G_1","E_1",0.136133628505423,"mean.ne"
"G_21",-0.14025387165148,"G_2","E_2",-0.546984450595702,"mean.ne"
"G_31",-0.0968722082969625,"G_3","E_3",0.792241031708916,"mean.ne"
"G_41",-0.354151051060173,"G_4","E_4",-0.12396959470236,"mean.ne"
"G_51",0.712039719434942,"G_5","E_5",-0.257420614916277,"mean.ne"
