"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",-0.112146510467719,"G_1","E_1",-1.11058479036136,"raw"
"2",-0.0602128187421266,"G_2","E_2",-0.835737696875804,"raw"
"3",0.224208126690737,"G_3","E_3",-0.423241975875672,"raw"
"4",-0.0325301079993617,"G_4","E_4",0.0184999388230376,"raw"
"5",0.139056771608487,"G_5","E_5",0.409529228006456,"raw"
"6",0.0710013766514578,"G_6","E_6",0.879034237192154,"raw"
"7",-0.229376837741476,"G_7","E_7",1.06250105909118,"raw"
"G_1",-0.132041067988233,"G_1","E_1",-1.30760022045457,"means"
"G_2",-0.0708944474521182,"G_2","E_2",-0.983995824687478,"means"
"G_3",0.263982181669464,"G_3","E_3",-0.498324221404636,"means"
"G_4",-0.0383008814460151,"G_4","E_4",0.0217817894620467,"means"
"G_5",0.163725153440824,"G_5","E_5",0.482178860606934,"means"
"G_6",0.0835968730778457,"G_6","E_6",1.03497308113285,"means"
"G_7",-0.270067811301769,"G_7","E_7",1.25098653534486,"means"
"11",-0.056243980409855,"G_1","E_1",-1.43635174730927,"raw.ne"
"21",-0.0451635667279141,"G_2","E_2",-1.04127028509489,"raw.ne"
"31",0.0622758511217412,"G_3","E_3",-0.519976540221685,"raw.ne"
"41",-0.0327159255095289,"G_4","E_4",0.134459508007323,"raw.ne"
"51",0.186260615355362,"G_5","E_5",0.442073066286661,"raw.ne"
"61",-0.00774109948407632,"G_6","E_6",1.06352393613311,"raw.ne"
"71",-0.106671894345728,"G_7","E_7",1.35754206219875,"raw.ne"
"G_11",-0.0557810591187029,"G_1","E_1",-1.42452972119075,"mean.ne"
"G_21",-0.0447918438080487,"G_2","E_2",-1.0327000135511,"mean.ne"
"G_31",0.0617632839599074,"G_3","E_3",-0.515696825137244,"mean.ne"
"G_41",-0.0324466540538512,"G_4","E_4",0.133352826570468,"mean.ne"
"G_51",0.184727580105669,"G_5","E_5",0.438434542961346,"mean.ne"
"G_61",-0.00767738564764407,"G_6","E_6",1.05477050385289,"mean.ne"
"G_71",-0.10579392143733,"G_7","E_7",1.34636868649439,"mean.ne"
