"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",0.34585705567858,"G_1","E_1",0.0109049648454537,"raw"
"2",0.400615266797606,"G_2","E_2",0.0989833944982454,"raw"
"3",-0.00653772804091189,"G_3","E_3",-0.0658468822039398,"raw"
"4",-0.0916866694746375,"G_4","E_4",-0.571578204911017,"raw"
"5",-0.250225894475183,"G_5","E_5",-0.521988464620695,"raw"
"6",-0.364894517818146,"G_6","E_6",0.120937310417401,"raw"
"7",-0.0331275126673022,"G_7","E_7",0.928587881974557,"raw"
"G_1",0.348228822568415,"G_1","E_1",0.0109797472855664,"means"
"G_2",0.403362546373812,"G_2","E_2",0.0996621880456372,"means"
"G_3",-0.00658256149638013,"G_3","E_3",-0.0662984371236491,"means"
"G_4",-0.0923154246303694,"G_4","E_4",-0.575497888604318,"means"
"G_5",-0.251941856262719,"G_5","E_5",-0.52556807919538,"means"
"G_6",-0.367396836974082,"G_6","E_6",0.121766656252293,"means"
"G_7",-0.0333546895786764,"G_7","E_7",0.934955813339851,"means"
"11",0.336632258351979,"G_1","E_1",-0.00527537647110906,"raw.ne"
"21",0.396608395964767,"G_2","E_2",0.142152828017604,"raw.ne"
"31",-0.018975399481695,"G_3","E_3",-0.109133097404094,"raw.ne"
"41",-0.127109950888897,"G_4","E_4",-0.613731125094128,"raw.ne"
"51",-0.219662854695601,"G_5","E_5",-0.495848195755043,"raw.ne"
"61",-0.367353264191343,"G_6","E_6",0.156107908059991,"raw.ne"
"71",-0.000139185059203774,"G_7","E_7",0.925727058646786,"raw.ne"
"G_11",0.333520028906249,"G_1","E_1",-0.00522660460928646,"mean.ne"
"G_21",0.392941675685527,"G_2","E_2",0.14083859800496,"mean.ne"
"G_31",-0.0187999682936717,"G_3","E_3",-0.108124141099936,"mean.ne"
"G_41",-0.125934795144959,"G_4","E_4",-0.608057063764913,"mean.ne"
"G_51",-0.217632029700204,"G_5","E_5",-0.491263984595382,"mean.ne"
"G_61",-0.363957013186163,"G_6","E_6",0.154664660670233,"mean.ne"
"G_71",-0.000137898266778206,"G_7","E_7",0.917168535394323,"mean.ne"
