"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",-0.363367007771893,"G_1","E_1",-0.656994742242869,"raw"
"2",0.351237270127354,"G_2","E_2",-0.0181516987023494,"raw"
"3",-0.0810496197989004,"G_3","E_3",-0.473356525805476,"raw"
"4",-0.162449802298933,"G_4","E_4",0.520678996091436,"raw"
"5",0.255629159742374,"G_5","E_5",0.62782397065926,"raw"
"G_1",-0.364258191374174,"G_1","E_1",-0.658606068886591,"means"
"G_2",0.352098704679614,"G_2","E_2",-0.018196217043004,"means"
"G_3",-0.0812483997943077,"G_3","E_3",-0.474517466575577,"means"
"G_4",-0.162848222069868,"G_4","E_4",0.52195599860802,"means"
"G_5",0.256256108558736,"G_5","E_5",0.629363753897152,"means"
"11",-0.371277075473324,"G_1","E_1",-0.692793648883101,"raw.ne"
"21",0.410414712642976,"G_2","E_2",0.00369882970189012,"raw.ne"
"31",-0.106709823869972,"G_3","E_3",-0.440307034076211,"raw.ne"
"41",-0.174029479704969,"G_4","E_4",0.528959780734752,"raw.ne"
"51",0.241601666405292,"G_5","E_5",0.600442072522673,"raw.ne"
"G_11",-0.364261761810729,"G_1","E_1",-0.679703250710328,"mean.ne"
"G_21",0.402659889813514,"G_2","E_2",0.00362893998271616,"mean.ne"
"G_31",-0.104693532170912,"G_3","E_3",-0.43198739315049,"mean.ne"
"G_41",-0.170741177067074,"G_4","E_4",0.518965038204468,"mean.ne"
"G_51",0.237036581235201,"G_5","E_5",0.589096665673635,"mean.ne"
