"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",0.125650373338186,"G_1","E_1",-0.190348334343897,"raw"
"2",0.553676763144255,"G_2","E_2",-0.242291453624981,"raw"
"3",-0.0335666652542957,"G_3","E_3",-0.288209822756694,"raw"
"4",0.0325233304917373,"G_4","E_4",0.112563146779752,"raw"
"5",-0.678283801719885,"G_5","E_5",0.608286463945818,"raw"
"G_1",0.161161002433577,"G_1","E_1",-0.24414355134352,"means"
"G_2",0.710153896099798,"G_2","E_2",-0.310766554128683,"means"
"G_3",-0.0430530946865932,"G_3","E_3",-0.369662124454322,"means"
"G_4",0.0417148982949663,"G_4","E_4",0.144375134670529,"means"
"G_5",-0.869976702141749,"G_5","E_5",0.780197095255996,"means"
"11",0.136974518986897,"G_1","E_1",-0.389988410213069,"raw.ne"
"21",0.815038956329244,"G_2","E_2",-0.345058851813417,"raw.ne"
"31",-0.180487161445098,"G_3","E_3",-0.516044224153784,"raw.ne"
"41",-0.0364977524944458,"G_4","E_4",0.543536912458086,"raw.ne"
"51",-0.735028561376596,"G_5","E_5",0.707554573722185,"raw.ne"
"G_11",0.134747142593529,"G_1","E_1",-0.38364671261106,"mean.ne"
"G_21",0.801785407096662,"G_2","E_2",-0.339447764827777,"mean.ne"
"G_31",-0.177552215254508,"G_3","E_3",-0.507652701910707,"mean.ne"
"G_41",-0.0359042535508592,"G_4","E_4",0.53469832483838,"mean.ne"
"G_51",-0.723076080884824,"G_5","E_5",0.696048854511164,"mean.ne"
