"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",0.723650789063721,"G_1","E_1",0.0499706308854602,"raw"
"2",0.0884674181391195,"G_2","E_2",0.00271529882399536,"raw"
"3",0.14323237418465,"G_3","E_3",-0.227510093063864,"raw"
"4",-0.342593078324991,"G_4","E_4",0.161657771194275,"raw"
"5",-0.612757503062502,"G_5","E_5",0.0131663921601313,"raw"
"G_1",0.7726051869505,"G_1","E_1",0.0533511041523898,"means"
"G_2",0.0944521683156613,"G_2","E_2",0.00289898662067795,"means"
"G_3",0.152921929895873,"G_3","E_3",-0.242900969143081,"means"
"G_4",-0.365769226438197,"G_4","E_4",0.172593790296493,"means"
"G_5",-0.654210058723836,"G_5","E_5",0.0140570880735207,"means"
"11",0.981644719410005,"G_1","E_1",0.0709508048034357,"raw.ne"
"21",0.144683848049928,"G_2","E_2",0.0357852958414615,"raw.ne"
"31",-0.0127597623801381,"G_3","E_3",-0.225896275494993,"raw.ne"
"41",-0.421253885478494,"G_4","E_4",0.200874663484767,"raw.ne"
"51",-0.6923149196013,"G_5","E_5",-0.0817144886346697,"raw.ne"
"G_11",0.965681952824952,"G_1","E_1",0.0697970562896374,"mean.ne"
"G_21",0.14233110835768,"G_2","E_2",0.0352033823310027,"mean.ne"
"G_31",-0.0125522727410401,"G_3","E_3",-0.222222920515479,"mean.ne"
"G_41",-0.414403772281757,"G_4","E_4",0.197608191101576,"mean.ne"
"G_51",-0.681057016159835,"G_5","E_5",-0.0803857092067375,"mean.ne"
