"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",0.0397556330650052,"G_1","E_1",-0.0970521819571999,"raw"
"2",0.203723941162241,"G_10","E_10",0.158778024133387,"raw"
"3",0.277071166782453,"G_2","E_2",0.0333026003645676,"raw"
"4",-0.165766474447326,"G_3","E_3",-0.0175825375014476,"raw"
"5",0.0304406543161076,"G_4","E_4",-0.107474212243762,"raw"
"6",0.238008120127555,"G_5","E_5",0.0628952171928877,"raw"
"7",-0.0471925800101355,"G_6","E_6",0.0965219459554892,"raw"
"8",0.0304176364189759,"G_7","E_7",-0.0375086650692776,"raw"
"9",-0.127086765962156,"G_8","E_8",-0.244702164251193,"raw"
"10",-0.479371331452719,"G_9","E_9",0.15282197337655,"raw"
"G_1",0.0583368671630557,"G_1","E_1",-0.142413032071845,"means"
"G_10",0.298941699006146,"G_10","E_10",0.232988680802482,"means"
"G_2",0.406570405378125,"G_2","E_2",0.0488677760576757,"means"
"G_3",-0.243243436322867,"G_3","E_3",-0.02580037281594,"means"
"G_4",0.0446681959331857,"G_4","E_4",-0.157706175446065,"means"
"G_5",0.349249829952618,"G_5","E_5",0.092291573487832,"means"
"G_6",-0.0692497404489045,"G_6","E_6",0.141634971082423,"means"
"G_7",0.0446344197886804,"G_7","E_7",-0.0550396973438367,"means"
"G_8",-0.186485366035931,"G_8","E_8",-0.35907257789342,"means"
"G_9",-0.703422874414109,"G_9","E_9",0.224248854140694,"means"
"11",-0.0501150453666538,"G_1","E_1",-0.0412403669288184,"raw.ne"
"21",0.157696085088217,"G_10","E_10",0.320153958270926,"raw.ne"
"31",0.378126688878556,"G_2","E_2",0.0593516059639693,"raw.ne"
"41",-0.0894294881883874,"G_3","E_3",0.000501081181629059,"raw.ne"
"51",0.147089933167025,"G_4","E_4",-0.264106216056886,"raw.ne"
"61",0.126670935791713,"G_5","E_5",0.286135515031044,"raw.ne"
"71",0.0217712394864099,"G_6","E_6",0.276206547115472,"raw.ne"
"81",0.100127613028993,"G_7","E_7",-0.40447100176026,"raw.ne"
"91",-0.0639144758815747,"G_8","E_8",-0.26983227797511,"raw.ne"
"101",-0.728023486004298,"G_9","E_9",0.037301155158033,"raw.ne"
"G_11",-0.0499137793110424,"G_1","E_1",-0.0410747422960813,"mean.ne"
"G_101",0.157062764918605,"G_10","E_10",0.318868194207471,"mean.ne"
"G_21",0.376608101663141,"G_2","E_2",0.0591132451375638,"mean.ne"
"G_31",-0.0890703321662382,"G_3","E_3",0.000499068799300858,"mean.ne"
"G_41",0.146499208157143,"G_4","E_4",-0.263045544237062,"mean.ne"
"G_51",0.12616221511868,"G_5","E_5",0.284986371773577,"mean.ne"
"G_61",0.0216838044364141,"G_6","E_6",0.275097279392254,"mean.ne"
"G_71",0.0997254924764685,"G_7","E_7",-0.402846613664035,"mean.ne"
"G_81",-0.0636577902023871,"G_8","E_8",-0.268748609829786,"mean.ne"
"G_91",-0.725099685090784,"G_9","E_9",0.0371513507167969,"mean.ne"
