"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",0.105339534531602,"G_1","E_1",-1.05148551091137,"raw"
"2",-0.414971424014485,"G_2","E_2",-0.326002627070956,"raw"
"3",-0.105737374145779,"G_3","E_3",-0.00364792307355712,"raw"
"4",-0.0647444387176092,"G_4","E_4",0.056403418770599,"raw"
"5",0.0171397904273459,"G_5","E_5",0.172933808549992,"raw"
"6",0.140711702646338,"G_6","E_6",0.602645410423231,"raw"
"7",0.322262209272587,"G_7","E_7",0.549153423312058,"raw"
"G_1",0.132856389590008,"G_1","E_1",-1.32615517343088,"means"
"G_2",-0.523370503037936,"G_2","E_2",-0.411161224720532,"means"
"G_3",-0.13335815310179,"G_3","E_3",-0.00460083568063684,"means"
"G_4",-0.0816570190128702,"G_4","E_4",0.0711371529380255,"means"
"G_5",0.0216170565460759,"G_5","E_5",0.218107679554132,"means"
"G_6",0.177468496227753,"G_6","E_6",0.760068798365509,"means"
"G_7",0.406443732788759,"G_7","E_7",0.692603602974384,"means"
"11",-0.0688190234059135,"G_1","E_1",-1.37794418412995,"raw.ne"
"21",-0.361763095112484,"G_2","E_2",-0.382088363593719,"raw.ne"
"31",-0.174119889745005,"G_3","E_3",-0.0802250952469016,"raw.ne"
"41",-0.068440033201655,"G_4","E_4",-0.00184712947651396,"raw.ne"
"51",-0.00108418241617236,"G_5","E_5",0.33030597859197,"raw.ne"
"61",0.224700182055116,"G_6","E_6",0.68348748969297,"raw.ne"
"71",0.449526041826101,"G_7","E_7",0.828311304162131,"raw.ne"
"G_11",-0.0681827784063368,"G_1","E_1",-1.36520482728571,"mean.ne"
"G_21",-0.358418526286844,"G_2","E_2",-0.378555883783643,"mean.ne"
"G_31",-0.172510118148533,"G_3","E_3",-0.0794833989372857,"mean.ne"
"G_41",-0.0678072920388227,"G_4","E_4",-0.00183005241213765,"mean.ne"
"G_51",-0.00107415894290787,"G_5","E_5",0.327252236809434,"mean.ne"
"G_61",0.222622786007345,"G_6","E_6",0.677168517466045,"mean.ne"
"G_71",0.445370087816099,"G_7","E_7",0.820653408143296,"mean.ne"
