"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",-0.0927250690667199,"G_1","E_1",0.481118422076776,"raw"
"2",-0.268410702662589,"G_2","E_2",-0.47112937155253,"raw"
"3",-0.378531524706922,"G_3","E_3",-0.643603380579278,"raw"
"4",0.423191189858193,"G_4","E_4",0.447150757501515,"raw"
"5",0.0457690270355884,"G_5","E_5",0.348929808448587,"raw"
"6",-0.14327602966605,"G_6","E_6",-0.0199581561947588,"raw"
"7",0.413983109208496,"G_7","E_7",-0.142508079700316,"raw"
"G_1",-0.0999057410023505,"G_1","E_1",0.51837645365218,"means"
"G_2",-0.289196550753398,"G_2","E_2",-0.507613846467529,"means"
"G_3",-0.407845179833521,"G_3","E_3",-0.693444321967774,"means"
"G_4",0.455963309965573,"G_4","E_4",0.481778317531417,"means"
"G_5",0.049313401510179,"G_5","E_5",0.375951093072563,"means"
"G_6",-0.154371391207714,"G_6","E_6",-0.0215037249769323,"means"
"G_7",0.446042151321231,"G_7","E_7",-0.153543970843926,"means"
"11",-0.00185164812244583,"G_1","E_1",0.57328738298035,"raw.ne"
"21",-0.293299915351477,"G_2","E_2",-0.537523280533016,"raw.ne"
"31",-0.354434946523139,"G_3","E_3",-0.721365037209618,"raw.ne"
"41",0.422257328015169,"G_4","E_4",0.487849128677601,"raw.ne"
"51",0.0365516749189735,"G_5","E_5",0.377352087582726,"raw.ne"
"61",-0.293003882046995,"G_6","E_6",0.0314362823717623,"raw.ne"
"71",0.483781389109912,"G_7","E_7",-0.211036563869808,"raw.ne"
"G_11",-0.00183452928233246,"G_1","E_1",0.567987231762183,"mean.ne"
"G_21",-0.290588301683026,"G_2","E_2",-0.532553775264474,"mean.ne"
"G_31",-0.351158127829147,"G_3","E_3",-0.714695879830227,"mean.ne"
"G_41",0.418353478466243,"G_4","E_4",0.483338870418991,"mean.ne"
"G_51",0.0362137477116011,"G_5","E_5",0.37386339554788,"mean.ne"
"G_61",-0.290295005262921,"G_6","E_6",0.0311456479443292,"mean.ne"
"G_71",0.479308737879583,"G_7","E_7",-0.209085490578683,"mean.ne"
