"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",0.524407468333448,"G_1","E_1",-0.171392255821497,"raw"
"2",0.257746848859408,"G_2","E_2",-0.0725479101063513,"raw"
"3",-0.0912605274460554,"G_3","E_3",0.281528512675967,"raw"
"4",-0.0713418957812984,"G_4","E_4",0.218526173322435,"raw"
"5",-0.619551893965494,"G_5","E_5",-0.256114520070546,"raw"
"G_1",0.85360050506039,"G_1","E_1",-0.278982518303197,"means"
"G_2",0.419545589354989,"G_2","E_2",-0.118089341680551,"means"
"G_3",-0.148548670688455,"G_3","E_3",0.458256022502524,"means"
"G_4",-0.116126260490557,"G_4","E_4",0.355704415327541,"means"
"G_5",-1.00847116323637,"G_5","E_5",-0.416888577846317,"means"
"11",1.05294127823206,"G_1","E_1",-0.534862582417541,"raw.ne"
"21",0.231535124639379,"G_2","E_2",-0.152939667833248,"raw.ne"
"31",-0.183630178047989,"G_3","E_3",0.186007521289795,"raw.ne"
"41",-0.0745130579754589,"G_4","E_4",0.659991092737645,"raw.ne"
"51",-1.02633316684798,"G_5","E_5",-0.15819636377664,"raw.ne"
"G_11",1.03373709011269,"G_1","E_1",-0.525107430954582,"mean.ne"
"G_21",0.227312245185661,"G_2","E_2",-0.15015026047246,"mean.ne"
"G_31",-0.180281018359288,"G_3","E_3",0.18261500215856,"mean.ne"
"G_41",-0.0731540431735021,"G_4","E_4",0.647953770843188,"mean.ne"
"G_51",-1.00761427376556,"G_5","E_5",-0.155311081574705,"mean.ne"
