"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",-0.106007028936176,"G_1","E_1",-0.00839748672986301,"raw"
"2",-0.0226164913270093,"G_2","E_2",0.0684678192147703,"raw"
"3",0.158579070647475,"G_3","E_3",-0.0937295878049306,"raw"
"4",-0.112495592751687,"G_4","E_4",-0.141927193175404,"raw"
"5",0.0825400423673963,"G_5","E_5",0.175586448495427,"raw"
"G_1",-0.246341022653717,"G_1","E_1",-0.0195142292875787,"means"
"G_2",-0.0525566055217795,"G_2","E_2",0.159106738237058,"means"
"G_3",0.368508869900457,"G_3","E_3",-0.217810486195966,"means"
"G_4",-0.261419262860121,"G_4","E_4",-0.329812940331067,"means"
"G_5",0.191808021135161,"G_5","E_5",0.408030917577554,"means"
"11",0.145390200773223,"G_1","E_1",-0.317956246003045,"raw.ne"
"21",0.17208449242243,"G_2","E_2",0.424723356134522,"raw.ne"
"31",0.0594321301774638,"G_3","E_3",0.027923673680706,"raw.ne"
"41",-0.0729900473444524,"G_4","E_4",-0.625243110253929,"raw.ne"
"51",-0.303916776028663,"G_5","E_5",0.490552326441746,"raw.ne"
"G_11",0.142738485217869,"G_1","E_1",-0.312157165191796,"mean.ne"
"G_21",0.168945910021657,"G_2","E_2",0.416976991357572,"mean.ne"
"G_31",0.058348170576053,"G_3","E_3",0.0274143846126121,"mean.ne"
"G_41",-0.0716588101434586,"G_4","E_4",-0.613839543352446,"mean.ne"
"G_51",-0.298373755672121,"G_5","E_5",0.481605332574058,"mean.ne"
