"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",0.674796828775679,"G_1","E_1",-0.0663917526588256,"raw"
"2",-0.586722936086189,"G_10","E_10",-0.0354102329210082,"raw"
"3",0.0502389299668664,"G_2","E_2",0.0874979253784234,"raw"
"4",0.568934314273641,"G_3","E_3",-0.0909762340183723,"raw"
"5",0.482820623122238,"G_4","E_4",-0.230315613271376,"raw"
"6",0.049336624718853,"G_5","E_5",-0.325435265590604,"raw"
"7",-0.727606406525163,"G_6","E_6",0.332067607118479,"raw"
"8",-0.138785032320234,"G_7","E_7",-0.236898661265785,"raw"
"9",0.274096873697973,"G_8","E_8",0.526216491473455,"raw"
"10",-0.647109819623665,"G_9","E_9",0.0396457357556113,"raw"
"G_1",0.698491898708355,"G_1","E_1",-0.0687230576607427,"means"
"G_10",-0.607325346187747,"G_10","E_10",-0.036653641173119,"means"
"G_2",0.0520030386706233,"G_2","E_2",0.0905703604765157,"means"
"G_3",0.58891208801077,"G_3","E_3",-0.0941708077557558,"means"
"G_4",0.499774568283151,"G_4","E_4",-0.238403002438504,"means"
"G_5",0.0510690495363751,"G_5","E_5",-0.336862722045491,"means"
"G_6",-0.753155851855784,"G_6","E_6",0.343727954111102,"means"
"G_7",-0.143658382203047,"G_7","E_7",-0.24521721005896,"means"
"G_8",0.283721614529053,"G_8","E_8",0.544694255495872,"means"
"G_9",-0.669832677491749,"G_9","E_9",0.0410378710490831,"means"
"11",0.706073327643827,"G_1","E_1",-0.1299276569056,"raw.ne"
"21",-0.589221627305357,"G_10","E_10",-0.0429559020930382,"raw.ne"
"31",0.0444465185659003,"G_2","E_2",0.0711672258976648,"raw.ne"
"41",0.608110337261077,"G_3","E_3",-0.00737257780203093,"raw.ne"
"51",0.489231060670927,"G_4","E_4",-0.359136763148885,"raw.ne"
"61",0.0605202094964429,"G_5","E_5",-0.372966400976504,"raw.ne"
"71",-0.722921270840345,"G_6","E_6",0.310974635286275,"raw.ne"
"81",-0.169748177838223,"G_7","E_7",-0.193289380855254,"raw.ne"
"91",0.269522069844121,"G_8","E_8",0.663813996091496,"raw.ne"
"101",-0.696012447498368,"G_9","E_9",0.0596928245058787,"raw.ne"
"G_11",0.703237680332904,"G_1","E_1",-0.129405856978463,"mean.ne"
"G_101",-0.586855265827604,"G_10","E_10",-0.0427833877330015,"mean.ne"
"G_21",0.0442680177701404,"G_2","E_2",0.0708814125906847,"mean.ne"
"G_31",0.605668117203913,"G_3","E_3",-0.00734296893620017,"mean.ne"
"G_41",0.487266269356349,"G_4","E_4",-0.357694441003575,"mean.ne"
"G_51",0.0602771554642424,"G_5","E_5",-0.371468537892615,"mean.ne"
"G_61",-0.720017960833576,"G_6","E_6",0.309725736122705,"mean.ne"
"G_71",-0.169066455494134,"G_7","E_7",-0.192513115145175,"mean.ne"
"G_81",0.268439647519604,"G_8","E_8",0.661148065657255,"mean.ne"
"G_91",-0.69321720549184,"G_9","E_9",0.0594530933183837,"mean.ne"
