"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",-0.983300625501003,"G_1","E_1",-0.893872508051438,"raw"
"2",-0.318275599963245,"G_2","E_2",-0.247857201316784,"raw"
"3",0.0969311803313808,"G_3","E_3",-0.166445170813341,"raw"
"4",-0.412813164317643,"G_4","E_4",-0.0628870646815826,"raw"
"5",0.0334879392375692,"G_5","E_5",0.365129878208722,"raw"
"6",0.529221818271796,"G_6","E_6",0.428388760473539,"raw"
"7",1.05474845194114,"G_7","E_7",0.577543306180882,"raw"
"G_1",-1.02542184885467,"G_1","E_1",-0.932162937839531,"means"
"G_2",-0.331909434099417,"G_2","E_2",-0.25847455298496,"means"
"G_3",0.101083379354536,"G_3","E_3",-0.17357511056335,"means"
"G_4",-0.430496663185244,"G_4","E_4",-0.0655809306558437,"means"
"G_5",0.0349224475981845,"G_5","E_5",0.380770788785065,"means"
"G_6",0.551891864270904,"G_6","E_6",0.446739464413052,"means"
"G_7",1.0999302549157,"G_7","E_7",0.602283278845567,"means"
"11",-1.06347410215926,"G_1","E_1",-0.970628046770476,"raw.ne"
"21",-0.407216393175122,"G_2","E_2",-0.217575337007616,"raw.ne"
"31",0.16018839338052,"G_3","E_3",-0.267525796420212,"raw.ne"
"41",-0.341343238884211,"G_4","E_4",0.0473237866942329,"raw.ne"
"51",0.0617802330635161,"G_5","E_5",0.373003834618004,"raw.ne"
"61",0.495862932037343,"G_6","E_6",0.42072727000259,"raw.ne"
"71",1.09420217573721,"G_7","E_7",0.614674288883476,"raw.ne"
"G_11",-1.05472108004218,"G_1","E_1",-0.962639202713448,"mean.ne"
"G_21",-0.403864760926947,"G_2","E_2",-0.215784563040402,"mean.ne"
"G_31",0.158869947969097,"G_3","E_3",-0.265323900569434,"mean.ne"
"G_41",-0.338533781734855,"G_4","E_4",0.0469342838838166,"mean.ne"
"G_51",0.0612717451320236,"G_5","E_5",0.369933792002449,"mean.ne"
"G_61",0.491781686238929,"G_6","E_6",0.417264435231051,"mean.ne"
"G_71",1.08519624336394,"G_7","E_7",0.609615155205968,"mean.ne"
