"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",-0.699386876571219,"G_1","E_1",0.0778221913035815,"raw"
"2",-0.500028671550046,"G_2","E_2",-0.169112865674136,"raw"
"3",0.0919755856709039,"G_3","E_3",-0.326455010093161,"raw"
"4",0.488735108074867,"G_4","E_4",0.260116285436628,"raw"
"5",0.618704854375495,"G_5","E_5",0.157629399027089,"raw"
"G_1",-0.967559409812164,"G_1","E_1",0.107662291087206,"means"
"G_2",-0.691759400327924,"G_2","E_2",-0.233957413249588,"means"
"G_3",0.127242655488699,"G_3","E_3",-0.451630746125101,"means"
"G_4",0.676135438859997,"G_4","E_4",0.359855136049249,"means"
"G_5",0.855940715791393,"G_5","E_5",0.218070732238234,"means"
"11",-1.02236383834402,"G_1","E_1",-0.350207126133586,"raw.ne"
"21",-0.805618342442179,"G_2","E_2",-0.274211209188457,"raw.ne"
"31",0.0151591103217701,"G_3","E_3",-0.155466520611756,"raw.ne"
"41",0.736502245676227,"G_4","E_4",0.355376671666348,"raw.ne"
"51",1.0763208247882,"G_5","E_5",0.424508184267449,"raw.ne"
"G_11",-1.00573892813588,"G_1","E_1",-0.344512321791084,"mean.ne"
"G_21",-0.79251798413254,"G_2","E_2",-0.269752193171021,"mean.ne"
"G_31",0.0149126042947752,"G_3","E_3",-0.15293844122494,"mean.ne"
"G_41",0.724525801241056,"G_4","E_4",0.349597804070552,"mean.ne"
"G_51",1.05881850673259,"G_5","E_5",0.417605152116493,"mean.ne"
