"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",0.527433446870097,"G_1","E_1",-0.262238924114278,"raw"
"2",0.357628034719383,"G_2","E_2",-0.363873364043884,"raw"
"3",0.149458925971182,"G_3","E_3",-0.178229530479407,"raw"
"4",-0.048314177674866,"G_4","E_4",0.24137005066967,"raw"
"5",-0.986206229885797,"G_5","E_5",0.562971767967898,"raw"
"G_1",0.65170363290651,"G_1","E_1",-0.324025828375009,"means"
"G_2",0.441889855182513,"G_2","E_2",-0.449606665395489,"means"
"G_3",0.184673394536759,"G_3","E_3",-0.220222727993318,"means"
"G_4",-0.0596976268730185,"G_4","E_4",0.298239976682775,"means"
"G_5",-1.21856925575276,"G_5","E_5",0.695615245081041,"means"
"11",0.496831310980873,"G_1","E_1",-0.362190720190157,"raw.ne"
"21",0.393837252583894,"G_2","E_2",-0.521533796488094,"raw.ne"
"31",0.250316258361874,"G_3","E_3",-0.179041078115063,"raw.ne"
"41",0.115924173580146,"G_4","E_4",0.420015495412992,"raw.ne"
"51",-1.25690899550679,"G_5","E_5",0.642750099380322,"raw.ne"
"G_11",0.488752214651503,"G_1","E_1",-0.356301047672852,"mean.ne"
"G_21",0.387432968008032,"G_2","E_2",-0.513053006957073,"mean.ne"
"G_31",0.246245804025732,"G_3","E_3",-0.176129647041706,"mean.ne"
"G_41",0.114039102038645,"G_4","E_4",0.413185519982154,"mean.ne"
"G_51",-1.23647008872391,"G_5","E_5",0.632298181689478,"mean.ne"
