"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",-0.0445833856850058,"G_1","E_1",-0.35561310076351,"raw"
"2",0.133580863380693,"G_10","E_10",0.383250853724251,"raw"
"3",0.681740161567276,"G_2","E_2",-0.36374529890999,"raw"
"4",0.0653953360278289,"G_3","E_3",-0.510152660250785,"raw"
"5",-0.29983132669536,"G_4","E_4",-0.00346931013628463,"raw"
"6",-0.105031443038478,"G_5","E_5",0.515801879457215,"raw"
"7",-0.441706183252364,"G_6","E_6",0.142566655415761,"raw"
"8",-0.0574003454117023,"G_7","E_7",-0.220718016695484,"raw"
"9",-0.291337215635823,"G_8","E_8",0.275960147565918,"raw"
"10",0.359173538742895,"G_9","E_9",0.136118850592867,"raw"
"G_1",-0.0452440444653224,"G_1","E_1",-0.360882752536341,"means"
"G_10",0.135560331043786,"G_10","E_10",0.388930055464696,"means"
"G_2",0.691842526309477,"G_2","E_2",-0.369135457639093,"means"
"G_3",0.0663643966380736,"G_3","E_3",-0.517712356068331,"means"
"G_4",-0.304274376399886,"G_4","E_4",-0.00352072009915172,"means"
"G_5",-0.106587851193357,"G_5","E_5",0.523445288214312,"means"
"G_6",-0.44825160513543,"G_6","E_6",0.144679279013835,"means"
"G_7",-0.0582509322750939,"G_7","E_7",-0.223988726029534,"means"
"G_8",-0.295654395378562,"G_8","E_8",0.280049462267009,"means"
"G_9",0.364495950856315,"G_9","E_9",0.1381359274126,"means"
"11",-0.0467089062216552,"G_1","E_1",-0.362516211944659,"raw.ne"
"21",0.111918640511152,"G_10","E_10",0.399337962689854,"raw.ne"
"31",0.668348095932576,"G_2","E_2",-0.396843030874745,"raw.ne"
"41",0.0383770415655363,"G_3","E_3",-0.533559718074509,"raw.ne"
"51",-0.275286168941365,"G_4","E_4",0.0463713513850612,"raw.ne"
"61",-0.103649067676657,"G_5","E_5",0.530401295061084,"raw.ne"
"71",-0.454759690220236,"G_6","E_6",0.139968136303483,"raw.ne"
"81",-0.0599364408435883,"G_7","E_7",-0.245564687803065,"raw.ne"
"91",-0.264640982364271,"G_8","E_8",0.286751642566866,"raw.ne"
"101",0.386337478258467,"G_9","E_9",0.135653260690587,"raw.ne"
"G_11",-0.0464980297215631,"G_1","E_1",-0.360879561545698,"mean.ne"
"G_101",0.111413361901244,"G_10","E_10",0.397535073289581,"mean.ne"
"G_21",0.665330707628806,"G_2","E_2",-0.395051405332487,"mean.ne"
"G_31",0.0382037808993459,"G_3","E_3",-0.531150858286502,"mean.ne"
"G_41",-0.27404333564625,"G_4","E_4",0.0461619988423629,"mean.ne"
"G_51",-0.103181123672014,"G_5","E_5",0.528006694592012,"mean.ne"
"G_61",-0.45270658858254,"G_6","E_6",0.139336222754306,"mean.ne"
"G_71",-0.0596658460492384,"G_7","E_7",-0.244456037952331,"mean.ne"
"G_81",-0.263446208847679,"G_8","E_8",0.285457046146776,"mean.ne"
"G_91",0.384593282089888,"G_9","E_9",0.135040827491981,"mean.ne"
