"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",0.762839511060238,"G_1","E_1",-0.368534586273165,"raw"
"2",-0.897025268074944,"G_10","E_10",-0.0404476481571169,"raw"
"3",0.47201381951117,"G_2","E_2",-0.603848849342082,"raw"
"4",0.522578937978219,"G_3","E_3",-0.549334591301091,"raw"
"5",0.0775419629014455,"G_4","E_4",0.221068428094734,"raw"
"6",0.190877384145691,"G_5","E_5",0.0110154119928138,"raw"
"7",-0.0913901523546894,"G_6","E_6",0.354040426842925,"raw"
"8",0.14748916026958,"G_7","E_7",0.0120954941569908,"raw"
"9",-0.734594674083498,"G_8","E_8",0.240073260868021,"raw"
"10",-0.450330681353219,"G_9","E_9",0.723872653117963,"raw"
"G_1",0.774149214232798,"G_1","E_1",-0.373998404965233,"means"
"G_10",-0.91032438194244,"G_10","E_10",-0.0410473167480004,"means"
"G_2",0.479011800232702,"G_2","E_2",-0.61280138935624,"means"
"G_3",0.53032658684417,"G_3","E_3",-0.557478914032093,"means"
"G_4",0.0786915842452771,"G_4","E_4",0.224345943569906,"means"
"G_5",0.193707293354307,"G_5","E_5",0.0111787242467735,"means"
"G_6",-0.092745084133982,"G_6","E_6",0.359289358080271,"means"
"G_7",0.149675804510783,"G_7","E_7",0.0122748194890539,"means"
"G_8",-0.745485625057553,"G_8","E_8",0.243632538121907,"means"
"G_9",-0.457007192286062,"G_9","E_9",0.734604641593654,"means"
"11",0.771271934004114,"G_1","E_1",-0.3879158887457,"raw.ne"
"21",-0.87918627488399,"G_10","E_10",-0.020257538858581,"raw.ne"
"31",0.492528647345279,"G_2","E_2",-0.647762114930738,"raw.ne"
"41",0.526122887777848,"G_3","E_3",-0.550972003903901,"raw.ne"
"51",0.0766003377088802,"G_4","E_4",0.204507300120782,"raw.ne"
"61",0.217237956569666,"G_5","E_5",0.0302430621306126,"raw.ne"
"71",-0.11468980330922,"G_6","E_6",0.345865026199217,"raw.ne"
"81",0.103708366783224,"G_7","E_7",0.0516887375266426,"raw.ne"
"91",-0.757291366119497,"G_8","E_8",0.229398772095485,"raw.ne"
"101",-0.436302685876307,"G_9","E_9",0.745204648366178,"raw.ne"
"G_11",0.767789875886711,"G_1","E_1",-0.386164566534016,"mean.ne"
"G_101",-0.875217016351169,"G_10","E_10",-0.0201660822341028,"mean.ne"
"G_21",0.490305030357644,"G_2","E_2",-0.644837666067764,"mean.ne"
"G_31",0.523747603015927,"G_3","E_3",-0.548484532943174,"mean.ne"
"G_41",0.0762545104902869,"G_4","E_4",0.203584011883438,"mean.ne"
"G_51",0.216257193291854,"G_5","E_5",0.0301065239067447,"mean.ne"
"G_61",-0.114172013742431,"G_6","E_6",0.344303550837676,"mean.ne"
"G_71",0.103240155061162,"G_7","E_7",0.0514553786033388,"mean.ne"
"G_81",-0.753872426012408,"G_8","E_8",0.228363106435573,"mean.ne"
"G_91",-0.434332911997576,"G_9","E_9",0.741840276112286,"mean.ne"
