"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",0.793324459540547,"G_1","E_1",0.104644302198196,"raw"
"2",-0.00734857388304576,"G_2","E_2",0.197557975417879,"raw"
"3",0.23440801126443,"G_3","E_3",0.0313671671288975,"raw"
"4",0.613443342030152,"G_4","E_4",0.218356884583636,"raw"
"5",-0.48554015413903,"G_5","E_5",-0.155266711362911,"raw"
"6",-0.635497711136765,"G_6","E_6",-0.395852064216528,"raw"
"7",-0.512789373676289,"G_7","E_7",-0.000807553749168929,"raw"
"G_1",0.970406727815588,"G_1","E_1",0.128002526153686,"means"
"G_2",-0.00898888903549904,"G_2","E_2",0.241655965820289,"means"
"G_3",0.286731498631234,"G_3","E_3",0.0383688031401839,"means"
"G_4",0.750373367517876,"G_4","E_4",0.267097512646381,"means"
"G_5",-0.593920213268113,"G_5","E_5",-0.189924638652427,"means"
"G_6",-0.777350612327874,"G_6","E_6",-0.484212356893523,"means"
"G_7",-0.627251879333213,"G_7","E_7",-0.000987812214590358,"means"
"11",1.1115094117108,"G_1","E_1",0.370544194788151,"raw.ne"
"21",-0.110340186467214,"G_2","E_2",0.248088666730414,"raw.ne"
"31",0.32645903194257,"G_3","E_3",-0.0601282650855178,"raw.ne"
"41",0.659466218020615,"G_4","E_4",0.0437418019822099,"raw.ne"
"51",-0.596688688923564,"G_5","E_5",-0.320295931259323,"raw.ne"
"61",-0.66230461657625,"G_6","E_6",-0.477795229121088,"raw.ne"
"71",-0.728101169706958,"G_7","E_7",0.195844761965152,"raw.ne"
"G_11",1.10236103052851,"G_1","E_1",0.367494396466078,"mean.ne"
"G_21",-0.109432021340683,"G_2","E_2",0.246046749976181,"mean.ne"
"G_31",0.323772080637305,"G_3","E_3",-0.0596333738294997,"mean.ne"
"G_41",0.65403842022086,"G_4","E_4",0.0433817810287971,"mean.ne"
"G_51",-0.591777587392694,"G_5","E_5",-0.317659705925176,"mean.ne"
"G_61",-0.656853457074234,"G_6","E_6",-0.473862691225301,"mean.ne"
"G_71",-0.722108465579068,"G_7","E_7",0.194232843508921,"mean.ne"
