"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",0.023620872177719,"G_1","E_1",-0.761456894709913,"raw"
"2",0.0644046283215261,"G_2","E_2",-0.136105815893659,"raw"
"3",0.0754240286464099,"G_3","E_3",0.375271609129736,"raw"
"4",0.0661835547339035,"G_4","E_4",-0.0298644075989066,"raw"
"5",-0.252795513439191,"G_5","E_5",-0.0687294071400527,"raw"
"6",-0.0811016314293125,"G_6","E_6",0.366223588065456,"raw"
"7",0.104264060988946,"G_7","E_7",0.254661328147341,"raw"
"G_1",0.0342150003520656,"G_1","E_1",-1.1029756955866,"means"
"G_2",0.0932905594728307,"G_2","E_2",-0.197150236607799,"means"
"G_3",0.109252238752018,"G_3","E_3",0.543583579043515,"means"
"G_4",0.0958673469583999,"G_4","E_4",-0.0432588055522588,"means"
"G_5",-0.366176088513831,"G_5","E_5",-0.0995550321682144,"means"
"G_6",-0.117476286524444,"G_6","E_6",0.530477456561215,"means"
"G_7",0.151027229502961,"G_7","E_7",0.368878734310143,"means"
"11",0.0954482705706555,"G_1","E_1",-0.932389850925212,"raw.ne"
"21",0.125462808689547,"G_2","E_2",0.0401146603455938,"raw.ne"
"31",0.0919201326566172,"G_3","E_3",0.435739859402929,"raw.ne"
"41",0.273125953511531,"G_4","E_4",0.00806022546562289,"raw.ne"
"51",-0.597880734888702,"G_5","E_5",-0.176158534897374,"raw.ne"
"61",-0.0685133369097846,"G_6","E_6",0.158844576858175,"raw.ne"
"71",0.0804369063701365,"G_7","E_7",0.465789063750267,"raw.ne"
"G_11",0.0946626747374858,"G_1","E_1",-0.924715729881441,"mean.ne"
"G_21",0.12443017541987,"G_2","E_2",0.0397844929174274,"mean.ne"
"G_31",0.0911635754893906,"G_3","E_3",0.432153462123578,"mean.ne"
"G_41",0.27087796504902,"G_4","E_4",0.00799388503323814,"mean.ne"
"G_51",-0.592959822113085,"G_5","E_5",-0.174708645756739,"mean.ne"
"G_61",-0.0679494315433373,"G_6","E_6",0.157537191853128,"mean.ne"
"G_71",0.0797748629606567,"G_7","E_7",0.461955343710808,"mean.ne"
