"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",-0.662353749367645,"G_1","E_1",-0.802958873602573,"raw"
"2",0.946962478938559,"G_10","E_10",0.812271103797841,"raw"
"3",-0.754549539812416,"G_2","E_2",-0.618034511956908,"raw"
"4",-0.244343102904008,"G_3","E_3",-0.459630109144074,"raw"
"5",-0.172223773452278,"G_4","E_4",-0.47102621061574,"raw"
"6",-0.0679388858857698,"G_5","E_5",0.14823993970604,"raw"
"7",0.113699656398479,"G_6","E_6",0.227337540581967,"raw"
"8",0.195415724101437,"G_7","E_7",0.187951761751334,"raw"
"9",0.255443262182643,"G_8","E_8",0.366217198014891,"raw"
"10",0.389887929800944,"G_9","E_9",0.609632161467167,"raw"
"G_1",-0.745867907570297,"G_1","E_1",-0.904201501826997,"means"
"G_10",1.06636208127125,"G_10","E_10",0.914687882642698,"means"
"G_2",-0.849688383217168,"G_2","E_2",-0.695960593081289,"means"
"G_3",-0.275151577334984,"G_3","E_3",-0.517583463656534,"means"
"G_4",-0.193938942236457,"G_4","E_4",-0.530416464703549,"means"
"G_5",-0.0765050921907681,"G_5","E_5",0.166931060256616,"means"
"G_6",0.128035698281119,"G_6","E_6",0.256001835677592,"means"
"G_7",0.220055095001781,"G_7","E_7",0.211650024470238,"means"
"G_8",0.287651321743109,"G_8","E_8",0.412392404301186,"means"
"G_9",0.439047706252417,"G_9","E_9",0.68649881592004,"means"
"11",-0.730593049864313,"G_1","E_1",-0.917918116246673,"raw.ne"
"21",1.10670232933251,"G_10","E_10",0.88324439910985,"raw.ne"
"31",-0.83989679701795,"G_2","E_2",-0.720470558303702,"raw.ne"
"41",-0.355401517492348,"G_3","E_3",-0.509192983988603,"raw.ne"
"51",-0.158669884762199,"G_4","E_4",-0.540950237064531,"raw.ne"
"61",-0.117643857889766,"G_5","E_5",0.203905912857634,"raw.ne"
"71",0.132048016699122,"G_6","E_6",0.248524562923884,"raw.ne"
"81",0.174384273846423,"G_7","E_7",0.237887246048221,"raw.ne"
"91",0.309841305208771,"G_8","E_8",0.417461951391269,"raw.ne"
"101",0.479229181939733,"G_9","E_9",0.697507823272634,"raw.ne"
"G_11",-0.72717333777698,"G_1","E_1",-0.913621585260119,"mean.ne"
"G_101",1.10152214956842,"G_10","E_10",0.879110166587054,"mean.ne"
"G_21",-0.835965463111336,"G_2","E_2",-0.717098226911747,"mean.ne"
"G_31",-0.353737977351295,"G_3","E_3",-0.506809586825913,"mean.ne"
"G_41",-0.157927193159926,"G_4","E_4",-0.538418192632048,"mean.ne"
"G_51",-0.117093198226496,"G_5","E_5",0.20295148341841,"mean.ne"
"G_61",0.131429934992909,"G_6","E_6",0.247361285430365,"mean.ne"
"G_71",0.173568027361164,"G_7","E_7",0.236773759010685,"mean.ne"
"G_81",0.30839102032477,"G_8","E_8",0.415507922836739,"mean.ne"
"G_91",0.476986037378773,"G_9","E_9",0.694242974346575,"mean.ne"
