"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",-0.159304504649593,"G_1","E_1",-0.00132060856147698,"raw"
"2",-0.110154986955003,"G_2","E_2",-0.27972036528596,"raw"
"3",-0.279493106851638,"G_3","E_3",0.00396589600875832,"raw"
"4",0.356084381884847,"G_4","E_4",-0.22197851454292,"raw"
"5",0.192868216571388,"G_5","E_5",0.4990535923816,"raw"
"G_1",-0.283744118243012,"G_1","E_1",-0.00235219281868453,"means"
"G_2",-0.196201794245355,"G_2","E_2",-0.498221996780685,"means"
"G_3",-0.497817216989919,"G_3","E_3",0.00706382828611319,"means"
"G_4",0.634237237548714,"G_4","E_4",-0.395375498115492,"means"
"G_5",0.343525891929572,"G_5","E_5",0.888885859428749,"means"
"11",-0.389178388831102,"G_1","E_1",-0.0688369657405275,"raw.ne"
"21",0.0738920502101574,"G_2","E_2",-0.58634561407754,"raw.ne"
"31",-0.54348163646114,"G_3","E_3",-0.0404955633203126,"raw.ne"
"41",0.363142062785542,"G_4","E_4",-0.241004753028881,"raw.ne"
"51",0.495625912296553,"G_5","E_5",0.93668289616727,"raw.ne"
"G_11",-0.381824828246001,"G_1","E_1",-0.0675362850948526,"mean.ne"
"G_21",0.0724958532897363,"G_2","E_2",-0.575266561075972,"mean.ne"
"G_31",-0.533212502163599,"G_3","E_3",-0.0397303960169596,"mean.ne"
"G_41",0.356280460917791,"G_4","E_4",-0.236450946590609,"mean.ne"
"G_51",0.486261016202072,"G_5","E_5",0.918984188778393,"mean.ne"
