"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",-0.571164862306999,"G_1","E_1",-0.40266213356776,"raw"
"2",0.104328607934754,"G_10","E_10",0.561381198386868,"raw"
"3",0.106080820281135,"G_2","E_2",-0.0396182563061872,"raw"
"4",-0.448765377034147,"G_3","E_3",0.0939213446925766,"raw"
"5",-0.082902991143966,"G_4","E_4",0.0260381289305289,"raw"
"6",-0.217845758372545,"G_5","E_5",-0.1125161039434,"raw"
"7",0.29110221357356,"G_6","E_6",-0.146737803512092,"raw"
"8",0.0746435492702563,"G_7","E_7",-0.208083011320971,"raw"
"9",0.260336969683912,"G_8","E_8",-0.151426178241932,"raw"
"10",0.484186828113991,"G_9","E_9",0.379702814882321,"raw"
"G_1",-0.592345919414767,"G_1","E_1",-0.417594441573876,"means"
"G_10",0.108197526260222,"G_10","E_10",0.582199438455505,"means"
"G_2",0.110014717585911,"G_2","E_2",-0.0410874582909665,"means"
"G_3",-0.465407376054436,"G_3","E_3",0.0974043204441921,"means"
"G_4",-0.0859773626708408,"G_4","E_4",0.0270037259626083,"means"
"G_5",-0.225924342601498,"G_5","E_5",-0.1166886470749,"means"
"G_6",0.301897437539186,"G_6","E_6",-0.152179422913367,"means"
"G_7",0.0774116279532425,"G_7","E_7",-0.21579955419118,"means"
"G_8",0.269991296457214,"G_8","E_8",-0.157041661162235,"means"
"G_9",0.502142394945766,"G_9","E_9",0.393783700344219,"means"
"11",-0.553674975278325,"G_1","E_1",-0.396140696730107,"raw.ne"
"21",0.124487296574973,"G_10","E_10",0.611719850218271,"raw.ne"
"31",0.11600776841597,"G_2","E_2",-0.0906472392813847,"raw.ne"
"41",-0.46017953813957,"G_3","E_3",0.11582920681685,"raw.ne"
"51",-0.0937416416750946,"G_4","E_4",0.035481517421625,"raw.ne"
"61",-0.292208466875442,"G_5","E_5",-0.117728237926866,"raw.ne"
"71",0.267776298479422,"G_6","E_6",-0.141314493301009,"raw.ne"
"81",0.112699647513673,"G_7","E_7",-0.217196484194169,"raw.ne"
"91",0.255353348530043,"G_8","E_8",-0.177935316797207,"raw.ne"
"101",0.523480262454315,"G_9","E_9",0.377931893773959,"raw.ne"
"G_11",-0.55108336972478,"G_1","E_1",-0.394286467307668,"mean.ne"
"G_101",0.123904604592218,"G_10","E_10",0.608856552016602,"mean.ne"
"G_21",0.115464766853125,"G_2","E_2",-0.0902229436219854,"mean.ne"
"G_31",-0.458025559903363,"G_3","E_3",0.115287041053474,"mean.ne"
"G_41",-0.0933028619396759,"G_4","E_4",0.0353154378592579,"mean.ne"
"G_51",-0.290840716625987,"G_5","E_5",-0.117177183303053,"mean.ne"
"G_61",0.266522908723277,"G_6","E_6",-0.140653037678147,"mean.ne"
"G_71",0.112172130386444,"G_7","E_7",-0.2161798451193,"mean.ne"
"G_81",0.254158107304208,"G_8","E_8",-0.177102448822738,"mean.ne"
"G_91",0.521029990334533,"G_9","E_9",0.376162894923557,"mean.ne"
