"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",0.721938372670759,"G_1","E_1",0.502143293750504,"raw"
"2",0.357844917673325,"G_2","E_2",0.467678202146746,"raw"
"3",-0.138004190537197,"G_3","E_3",-0.360630795165841,"raw"
"4",-0.585322379253124,"G_4","E_4",-0.398207221361839,"raw"
"5",-0.356456720553763,"G_5","E_5",-0.21098347936957,"raw"
"G_1",0.776281980545306,"G_1","E_1",0.539941919347119,"means"
"G_2",0.384781543598885,"G_2","E_2",0.502882482444126,"means"
"G_3",-0.14839239803454,"G_3","E_3",-0.387777126849914,"means"
"G_4",-0.629382275585627,"G_4","E_4",-0.428182102750184,"means"
"G_5",-0.383288850524025,"G_5","E_5",-0.226865172191148,"means"
"11",0.81285402312128,"G_1","E_1",0.515602451977385,"raw.ne"
"21",0.367435278801551,"G_2","E_2",0.393548066215351,"raw.ne"
"31",-0.0721848640759069,"G_3","E_3",-0.328534337122442,"raw.ne"
"41",-0.539035812392688,"G_4","E_4",-0.391427610681219,"raw.ne"
"51",-0.569068625454236,"G_5","E_5",-0.189188570389075,"raw.ne"
"G_11",0.799636003625794,"G_1","E_1",0.507218113500486,"mean.ne"
"G_21",0.361460323224806,"G_2","E_2",0.387148484170262,"mean.ne"
"G_31",-0.0710110482202996,"G_3","E_3",-0.32319195934058,"mean.ne"
"G_41",-0.530270418269876,"G_4","E_4",-0.385062509885889,"mean.ne"
"G_51",-0.559814860360424,"G_5","E_5",-0.186112128444279,"mean.ne"
