"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",-0.0911739809934649,"G_1","E_1",-0.619582933995486,"raw"
"2",0.237066650161404,"G_2","E_2",-0.286696277772152,"raw"
"3",0.0701047436528295,"G_3","E_3",-0.287934971021415,"raw"
"4",-0.0776745993209129,"G_4","E_4",-0.175480256463051,"raw"
"5",-0.0509478765583337,"G_5","E_5",0.423304761332416,"raw"
"6",0.324768846516789,"G_6","E_6",0.262127717588472,"raw"
"7",-0.41214378345832,"G_7","E_7",0.684261960331207,"raw"
"G_1",-0.135247418988439,"G_1","E_1",-0.919088886534192,"means"
"G_2",0.351664501354407,"G_2","E_2",-0.425285055887336,"means"
"G_3",0.103993327203441,"G_3","E_3",-0.427122532578093,"means"
"G_4",-0.115222445753094,"G_4","E_4",-0.260307288455009,"means"
"G_5",-0.0755760440903696,"G_5","E_5",0.627929983882467,"means"
"G_6",0.481761877463666,"G_6","E_6",0.388840071069305,"means"
"G_7",-0.611373797189611,"G_7","E_7",1.01503370850286,"means"
"11",0.205143074844773,"G_1","E_1",-1.10652018345145,"raw.ne"
"21",0.248146862997955,"G_2","E_2",-0.464963845420869,"raw.ne"
"31",0.168105226805993,"G_3","E_3",-0.463657077990418,"raw.ne"
"41",-0.153600365619902,"G_4","E_4",-0.084255382412795,"raw.ne"
"51",-0.147579195241923,"G_5","E_5",0.387127597131637,"raw.ne"
"61",0.323732152352794,"G_6","E_6",0.460123035469439,"raw.ne"
"71",-0.643947756139708,"G_7","E_7",1.27214585667444,"raw.ne"
"G_11",0.203246487983952,"G_1","E_1",-1.09629019327137,"mean.ne"
"G_21",0.245852697912063,"G_2","E_2",-0.460665165971659,"mean.ne"
"G_31",0.166551061915791,"G_3","E_3",-0.459370479855363,"mean.ne"
"G_41",-0.152180300938336,"G_4","E_4",-0.0834764253295052,"mean.ne"
"G_51",-0.146214797429134,"G_5","E_5",0.383548528646198,"mean.ne"
"G_61",0.320739186847898,"G_6","E_6",0.455869110231665,"mean.ne"
"G_71",-0.637994336292235,"G_7","E_7",1.26038462555003,"mean.ne"
