"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",-0.241558809958847,"G_1","E_1",-0.086618206524918,"raw"
"2",-0.0728002385797063,"G_10","E_10",0.296061610531404,"raw"
"3",0.175926852904859,"G_2","E_2",-0.339569077210682,"raw"
"4",0.362380928073608,"G_3","E_3",-0.541911621156048,"raw"
"5",0.142675111527517,"G_4","E_4",0.331135716613951,"raw"
"6",0.485587369463568,"G_5","E_5",0.358805085561418,"raw"
"7",0.0247154560957025,"G_6","E_6",-0.422134496713869,"raw"
"8",-0.419070948876141,"G_7","E_7",0.149645580730491,"raw"
"9",-0.169615474809257,"G_8","E_8",-0.034031904193316,"raw"
"10",-0.288240245841382,"G_9","E_9",0.288617312361491,"raw"
"G_1",-0.255926561287386,"G_1","E_1",-0.0917701976780508,"means"
"G_10",-0.0771303465345641,"G_10","E_10",0.313671150828365,"means"
"G_2",0.1863908607172,"G_2","E_2",-0.359766411603341,"means"
"G_3",0.383935095614251,"G_3","E_3",-0.574144150435993,"means"
"G_4",0.151161328708128,"G_4","E_4",0.350831440537773,"means"
"G_5",0.514469771119413,"G_5","E_5",0.38014656445694,"means"
"G_6",0.0261855143693802,"G_6","E_6",-0.447242765284244,"means"
"G_7",-0.443996999735119,"G_7","E_7",0.158546396609325,"means"
"G_8",-0.179704086207649,"G_8","E_8",-0.0360560983709817,"means"
"G_9",-0.305384576763654,"G_9","E_9",0.305784070940207,"means"
"11",-0.291396693127712,"G_1","E_1",-0.0991646614230357,"raw.ne"
"21",-0.137533484521361,"G_10","E_10",0.335229979851189,"raw.ne"
"31",0.18564205854296,"G_2","E_2",-0.380577982267204,"raw.ne"
"41",0.388511453249555,"G_3","E_3",-0.537417666192599,"raw.ne"
"51",0.185314451303752,"G_4","E_4",0.352327131898332,"raw.ne"
"61",0.49593510917276,"G_5","E_5",0.312347666602096,"raw.ne"
"71",0.0226330057252651,"G_6","E_6",-0.448223971699081,"raw.ne"
"81",-0.424220605539423,"G_7","E_7",0.166104178537726,"raw.ne"
"91",-0.170141711269888,"G_8","E_8",-0.0561134247631732,"raw.ne"
"101",-0.254743583535983,"G_9","E_9",0.355488749455676,"raw.ne"
"G_11",-0.290081125717622,"G_1","E_1",-0.0987169631482005,"mean.ne"
"G_101",-0.136912562684215,"G_10","E_10",0.33371651848817,"mean.ne"
"G_21",0.184803941131465,"G_2","E_2",-0.378859788470678,"mean.ne"
"G_31",0.386757442245343,"G_3","E_3",-0.534991388942686,"mean.ne"
"G_41",0.184477812939275,"G_4","E_4",0.350736482095724,"mean.ne"
"G_51",0.493696113046428,"G_5","E_5",0.310937511921251,"mean.ne"
"G_61",0.0225308245906786,"G_6","E_6",-0.446200376842001,"mean.ne"
"G_71",-0.422305378577355,"G_7","E_7",0.165354268709943,"mean.ne"
"G_81",-0.169373573210256,"G_8","E_8",-0.0558600897232376,"mean.ne"
"G_91",-0.253593493763741,"G_9","E_9",0.353883825911715,"mean.ne"
