"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",0.366075516245525,"G_1","E_1",-0.79079372617986,"raw"
"2",0.179412506666298,"G_2","E_2",-0.0751132044057034,"raw"
"3",-0.0982458818895812,"G_3","E_3",-0.168967245634041,"raw"
"4",0.0291368419355836,"G_4","E_4",0.41128471529865,"raw"
"5",-0.476378982957832,"G_5","E_5",0.623589460920947,"raw"
"G_1",0.493761212829461,"G_1","E_1",-1.06661945967077,"means"
"G_2",0.241990881545084,"G_2","E_2",-0.101312393921449,"means"
"G_3",-0.132513658096608,"G_3","E_3",-0.227902354651767,"means"
"G_4",0.0392996575124302,"G_4","E_4",0.554739202246676,"means"
"G_5",-0.642538093790367,"G_5","E_5",0.841095005997311,"means"
"11",0.626110625249139,"G_1","E_1",-0.809872546623921,"raw.ne"
"21",0.372572940911129,"G_2","E_2",-0.118400210067929,"raw.ne"
"31",-0.214476841840073,"G_3","E_3",-0.49521047655119,"raw.ne"
"41",-0.0784982761325177,"G_4","E_4",0.44299421654114,"raw.ne"
"51",-0.705708448187682,"G_5","E_5",0.980489016701895,"raw.ne"
"G_11",0.614691236077686,"G_1","E_1",-0.795101594948265,"mean.ne"
"G_21",0.365777727357098,"G_2","E_2",-0.116240754498537,"mean.ne"
"G_31",-0.210565081798847,"G_3","E_3",-0.486178524487974,"mean.ne"
"G_41",-0.0770665764802566,"G_4","E_4",0.434914616618407,"mean.ne"
"G_51",-0.692837305155681,"G_5","E_5",0.96260625731637,"mean.ne"
