"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",0.674004664695726,"G_1","E_1",-0.310857309371909,"raw"
"2",0.648313808710727,"G_2","E_2",-0.525046975679413,"raw"
"3",0.16611412334093,"G_3","E_3",-0.413157152778287,"raw"
"4",-0.220743167112444,"G_4","E_4",-0.142994215179005,"raw"
"5",-0.230610320461638,"G_5","E_5",0.548094412109864,"raw"
"6",-0.260586493984319,"G_6","E_6",0.273221209930962,"raw"
"7",-0.776492615188981,"G_7","E_7",0.570740030967788,"raw"
"G_1",0.884728406844286,"G_1","E_1",-0.408045087047973,"means"
"G_2",0.851005450199263,"G_2","E_2",-0.689199939767428,"means"
"G_3",0.218048763451955,"G_3","E_3",-0.542328397265423,"means"
"G_4",-0.289757268444605,"G_4","E_4",-0.187700546909982,"means"
"G_5",-0.302709331419804,"G_5","E_5",0.719453026701416,"means"
"G_6",-0.342057385866848,"G_6","E_6",0.358642274215431,"means"
"G_7",-1.01925863476425,"G_7","E_7",0.74917867007396,"means"
"11",1.03679807036701,"G_1","E_1",-0.529635999407046,"raw.ne"
"21",0.770939070316689,"G_2","E_2",-0.579611783283946,"raw.ne"
"31",0.296061597875736,"G_3","E_3",-0.281522890306548,"raw.ne"
"41",-0.231954340776111,"G_4","E_4",-0.219829842428088,"raw.ne"
"51",-0.294966080332326,"G_5","E_5",0.623038767829908,"raw.ne"
"61",-0.361140266449877,"G_6","E_6",0.322955252549395,"raw.ne"
"71",-1.21573805100113,"G_7","E_7",0.66460649504632,"raw.ne"
"G_11",1.02721267442287,"G_1","E_1",-0.524739413557118,"mean.ne"
"G_21",0.763811591544295,"G_2","E_2",-0.574253161778508,"mean.ne"
"G_31",0.293324451925524,"G_3","E_3",-0.27892015748126,"mean.ne"
"G_41",-0.229809878647127,"G_4","E_4",-0.217797473599248,"mean.ne"
"G_51",-0.292239062650784,"G_5","E_5",0.617278655568038,"mean.ne"
"G_61",-0.357801455794034,"G_6","E_6",0.319969469631376,"mean.ne"
"G_71",-1.20449832080074,"G_7","E_7",0.65846208121672,"mean.ne"
