"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",0.196086047882887,"G_1","E_1",0.228562501203082,"raw"
"2",0.0834640036052709,"G_2","E_2",-0.00994834208481592,"raw"
"3",0.0602929828876397,"G_3","E_3",-0.407171329277459,"raw"
"4",-0.28556180562811,"G_4","E_4",0.569398018311303,"raw"
"5",-0.521278494774008,"G_5","E_5",-0.429101474170045,"raw"
"6",0.343640588717564,"G_6","E_6",0.235447127368587,"raw"
"7",0.123356677308755,"G_7","E_7",-0.187186501350653,"raw"
"G_1",0.215971741127196,"G_1","E_1",0.251741732133324,"means"
"G_2",0.0919283466350621,"G_2","E_2",-0.0109572342580338,"means"
"G_3",0.0664074809635286,"G_3","E_3",-0.448463834477655,"means"
"G_4",-0.314521512503349,"G_4","E_4",0.627142434338389,"means"
"G_5",-0.57414296092982,"G_5","E_5",-0.472617983264682,"means"
"G_6",0.37849024481147,"G_6","E_6",0.259324549554699,"means"
"G_7",0.135866659895912,"G_7","E_7",-0.206169664026041,"means"
"11",0.152198135408198,"G_1","E_1",0.312006384071055,"raw.ne"
"21",0.0173556988313261,"G_2","E_2",-0.0521376727581321,"raw.ne"
"31",0.140728984506089,"G_3","E_3",-0.337844395470846,"raw.ne"
"41",-0.310168966464649,"G_4","E_4",0.53511320162326,"raw.ne"
"51",-0.605826419168202,"G_5","E_5",-0.546580814206146,"raw.ne"
"61",0.409768273294597,"G_6","E_6",0.200577175867463,"raw.ne"
"71",0.195944293592639,"G_7","E_7",-0.111133879126655,"raw.ne"
"G_11",0.150945454555225,"G_1","E_1",0.309438386622971,"mean.ne"
"G_21",0.017212851144281,"G_2","E_2",-0.0517085488124989,"mean.ne"
"G_31",0.139570701562113,"G_3","E_3",-0.335063735876332,"mean.ne"
"G_41",-0.307616092052399,"G_4","E_4",0.530708902844907,"mean.ne"
"G_51",-0.600840108702042,"G_5","E_5",-0.542082130180085,"mean.ne"
"G_61",0.406395637560694,"G_6","E_6",0.198926306840203,"mean.ne"
"G_71",0.194331555932128,"G_7","E_7",-0.110219181439165,"mean.ne"
