"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",-0.234682963269298,"G_1","E_1",0.0966330495404242,"raw"
"2",0.277488156068542,"G_2","E_2",-0.0663115498761079,"raw"
"3",-0.144140391697212,"G_3","E_3",0.00548104592364067,"raw"
"4",-0.115007325120318,"G_4","E_4",0.118188921631546,"raw"
"5",0.191936601983444,"G_5","E_5",-0.148869229564092,"raw"
"6",0.175806219780806,"G_6","E_6",-0.0673295606268316,"raw"
"7",-0.151400297745963,"G_7","E_7",0.0622073229714215,"raw"
"G_1",-0.534495569279681,"G_1","E_1",0.220083878717998,"means"
"G_2",0.631985329825718,"G_2","E_2",-0.151026001662414,"means"
"G_3",-0.328282887019761,"G_3","E_3",0.0124832016793731,"means"
"G_4",-0.26193169225062,"G_4","E_4",0.26917784772266,"means"
"G_5",0.437139798789004,"G_5","E_5",-0.339052918437799,"means"
"G_6",0.400402501381503,"G_6","E_6",-0.153344543358666,"means"
"G_7",-0.344817481446163,"G_7","E_7",0.141678535338847,"means"
"11",0.143318993223012,"G_1","E_1",0.417362908731474,"raw.ne"
"21",-0.414446755738261,"G_2","E_2",-0.19391619696917,"raw.ne"
"31",-0.47302677197909,"G_3","E_3",0.0661077628797878,"raw.ne"
"41",-0.359348951831463,"G_4","E_4",-0.294611722064643,"raw.ne"
"51",0.0283363699996735,"G_5","E_5",-0.294225129996073,"raw.ne"
"61",0.591519420742187,"G_6","E_6",-0.114048250554369,"raw.ne"
"71",0.483647695583943,"G_7","E_7",0.413330627972994,"raw.ne"
"G_11",0.142139392972351,"G_1","E_1",0.413927764647046,"mean.ne"
"G_21",-0.411035613321196,"G_2","E_2",-0.192320151745797,"mean.ne"
"G_31",-0.469133481311555,"G_3","E_3",0.0655636568132467,"mean.ne"
"G_41",-0.356391296993661,"G_4","E_4",-0.292186892993632,"mean.ne"
"G_51",0.0281031448813363,"G_5","E_5",-0.291803482806897,"mean.ne"
"G_61",0.586650865351957,"G_6","E_6",-0.113109565862857,"mean.ne"
"G_71",0.479666988420767,"G_7","E_7",0.40992867194889,"mean.ne"
