"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",-0.190374451282904,"G_1","E_1",-0.756491225695385,"raw"
"2",-0.12954575435818,"G_10","E_10",0.807369313387338,"raw"
"3",0.249945118714731,"G_2","E_2",-0.884701243489316,"raw"
"4",0.137850504767402,"G_3","E_3",-0.464981792588552,"raw"
"5",-0.0769612951729562,"G_4","E_4",-0.367228648628533,"raw"
"6",-0.164164517077012,"G_5","E_5",-0.121497260832443,"raw"
"7",-0.0101940046885205,"G_6","E_6",0.0228155887099845,"raw"
"8",0.143721179162229,"G_7","E_7",0.431623883976001,"raw"
"9",0.20107385973651,"G_8","E_8",0.535373477321911,"raw"
"10",-0.161350639801285,"G_9","E_9",0.797717907839008,"raw"
"G_1",-0.243524141287761,"G_1","E_1",-0.967692223865871,"means"
"G_10",-0.165712984988052,"G_10","E_10",1.03277471015565,"means"
"G_2",0.319726045138391,"G_2","E_2",-1.13169655468522,"means"
"G_3",0.176336297088943,"G_3","E_3",-0.59479773147872,"means"
"G_4",-0.0984477338901794,"G_4","E_4",-0.469753376626354,"means"
"G_5",-0.209996786762588,"G_5","E_5",-0.155417472847057,"means"
"G_6",-0.0130400178244988,"G_6","E_6",0.0291853587029951,"means"
"G_7",0.183845975678407,"G_7","E_7",0.552126795356311,"means"
"G_8",0.257210664024366,"G_8","E_8",0.684841718279299,"means"
"G_9",-0.206397317177027,"G_9","E_9",1.02042877700897,"means"
"11",-0.229375662896342,"G_1","E_1",-1.20869103644334,"raw.ne"
"21",-0.00522814982452577,"G_10","E_10",1.01711492843217,"raw.ne"
"31",0.22613738401061,"G_2","E_2",-0.935470471711886,"raw.ne"
"41",0.165701740430693,"G_3","E_3",-0.736363672176163,"raw.ne"
"51",-0.120197221703621,"G_4","E_4",-0.297616728339841,"raw.ne"
"61",-0.294059152194714,"G_5","E_5",-0.228937595235125,"raw.ne"
"71",0.0935746265451018,"G_6","E_6",0.0932870403224586,"raw.ne"
"81",0.230792065899952,"G_7","E_7",0.588854743654884,"raw.ne"
"91",0.127194889801798,"G_8","E_8",0.69171328877901,"raw.ne"
"101",-0.194540520068947,"G_9","E_9",1.01610950271784,"raw.ne"
"G_11",-0.22834010156744,"G_1","E_1",-1.20323416416611,"mean.ne"
"G_101",-0.00520454631877024,"G_10","E_10",1.0125229639943,"mean.ne"
"G_21",0.225116442525615,"G_2","E_2",-0.931247107155232,"mean.ne"
"G_31",0.16495364748851,"G_3","E_3",-0.733039214239868,"mean.ne"
"G_41",-0.119654567818434,"G_4","E_4",-0.296273079363277,"mean.ne"
"G_51",-0.292731564592016,"G_5","E_5",-0.227904011648416,"mean.ne"
"G_61",0.0931521655769455,"G_6","E_6",0.0928658777186268,"mean.ne"
"G_71",0.229750109942439,"G_7","E_7",0.586196243650268,"mean.ne"
"G_81",0.126620643574238,"G_8","E_8",0.688590413738554,"mean.ne"
"G_91",-0.193662228811087,"G_9","E_9",1.01152207747116,"mean.ne"
